openalex_id	university	title	keep	pdf_url	status	detail	timestamp
W2793675602	UDCLV	Kinematics of a Mechanism with a Triad	no	http://thescipub.com/pdf/10.3844/ajeassp.2018.297.308	SKIPPED	keep != yes	2026-03-29T13:44:23.979158
W3123562833	UDCLV	Synthesis of Optimal Trajectories with Functions Control at the Level of the Kinematic Drive Couplings	no	http://thescipub.com/pdf/10.3844/jmrsp.2017.66.74	SKIPPED	keep != yes	2026-03-29T13:44:23.979163
W3086973999	UDCLV	Constructional design of echinoid endoskeleton: main structural components and their potential for biomimetic applications	no	https://iopscience.iop.org/article/10.1088/1748-3190/abb86b/pdf	SKIPPED	keep != yes	2026-03-29T13:44:23.979168
W2790510663	UDCLV	The history of varicocele: from antiquity to the modern ERA	no	http://www.scielo.br/pdf/ibju/v44n3/1677-5538-ibju-44-03-0563.pdf	SKIPPED	keep != yes	2026-03-29T13:44:23.979174
W3083942091	UDCLV	The MUSHA Hand II: A Multi-Functional Hand for Robot-Assisted Laparoscopic Surgery	no		SKIPPED	keep != yes	2026-03-29T13:44:23.979179
W2787489995	UDCLV	Some Aspects of the Structure of Planar Mechanisms	no	http://thescipub.com/pdf/10.3844/ajeassp.2018.245.259	SKIPPED	keep != yes	2026-03-29T13:44:23.979184
W4380742154	UDCLV	Sustainability of Human-Robot cooperative configurations: Findings from a case study	no		SKIPPED	keep != yes	2026-03-29T13:44:23.979189
W4224300809	UDCLV	Update of Robotic Surgery in Benign Gynecological Pathology: Systematic Review	no	https://www.mdpi.com/1648-9144/58/4/552/pdf?version=1650195289	SKIPPED	keep != yes	2026-03-29T13:44:23.979194
W2788252181	UDCLV	The Forces of a Simple Carrier Manipulator	no	http://thescipub.com/pdf/10.3844/ajeassp.2018.260.272	SKIPPED	keep != yes	2026-03-29T13:44:23.979199
W2953187907	UDCLV	A Tactile-Based Wire Manipulation System for Manufacturing Applications	no	https://www.mdpi.com/2218-6581/8/2/46/pdf?version=1560338699	SKIPPED	keep != yes	2026-03-29T13:44:23.979204
W4225533650	UDCLV	Upper Limb Robotic Rehabilitation for Patients with Cervical Spinal Cord Injury: A Comprehensive Review	no	https://www.mdpi.com/2076-3425/11/12/1630/pdf?version=1639665681	SKIPPED	keep != yes	2026-03-29T13:44:23.979209
W4311115759	UDCLV	Gait robot-assisted rehabilitation in persons with spinal cord injury: A scoping review	no	https://hdl.handle.net/11382/574678	SKIPPED	keep != yes	2026-03-29T13:44:23.979215
W4387459210	UDCLV	Robot-assisted Surgery in the Field of Urology: The Most Pioneering Approaches 2015–2023	no	https://www.dovepress.com/getfile.php?fileID=93365	SKIPPED	keep != yes	2026-03-29T13:44:23.979220
W4393163860	UDCLV	Non-Conventional Wing Structure Design with Lattice Infilled through Design for Additive Manufacturing	no	https://www.mdpi.com/1996-1944/17/7/1470/pdf?version=1711181531	SKIPPED	keep != yes	2026-03-29T13:44:23.979226
W2737781003	UDCLV	Control of linear and rotational slippage based on six-axis force/tactile sensor	no		SKIPPED	keep != yes	2026-03-29T13:44:23.979231
W4280492445	UDCLV	Robot-assisted gait training in patients with Parkinson’s disease: Implications for clinical practice. A systematic review	no	https://hdl.handle.net/11382/574680	SKIPPED	keep != yes	2026-03-29T13:44:23.979236
W3002011424	UDCLV	Manipulation Planning and Control for Shelf Replenishment	no	https://arxiv.org/pdf/1912.11018	SKIPPED	keep != yes	2026-03-29T13:44:23.979242
W2987181454	UDCLV	Elders prefer female robots with a high degree of human likeness	no		SKIPPED	keep != yes	2026-03-29T13:44:23.979247
W3151672553	UDCLV	Effects of robot-assisted gait training on postural instability in Parkinson's disease: a systematic review	no	https://www.minervamedica.it/en/journals/europa-medicophysica/article.php?cod=R33Y2021N03A0472	SKIPPED	keep != yes	2026-03-29T13:44:23.979251
W4232892608	UDCLV	Advanced Assistive Technologies for Elderly People: A Psychological Perspective on Seniors’ Needs and Preferences (part A)	no	https://doi.org/10.12700/aph.17.2.2020.2.10	SKIPPED	keep != yes	2026-03-29T13:44:23.979258
W4360986216	UDCLV	Mind Perception in HRI: Exploring Users’ Attribution of Mental and Emotional States to Robots with Different Behavioural Styles	no	https://link.springer.com/content/pdf/10.1007/s12369-023-00989-z.pdf	SKIPPED	keep != yes	2026-03-29T13:44:23.979264
W3090862111	UDCLV	How Human Likeness, Gender and Ethnicity affect Elders’Acceptance of Assistive Robots	no		SKIPPED	keep != yes	2026-03-29T13:44:23.979270
W3215862799	UDCLV	Robotic Pelvic Exenteration for Gynecologic Malignancies, Anatomic Landmarks, and Surgical Steps: A Systematic Review	no	https://www.frontiersin.org/articles/10.3389/fsurg.2021.790152/pdf	SKIPPED	keep != yes	2026-03-29T13:44:23.979275
W3112954534	UDCLV	‘Not only faces’: specialized visual representation of human hands revealed by adaptation	no	https://doi.org/10.1098/rsos.200948	SKIPPED	keep != yes	2026-03-29T13:44:23.979281
W3047476671	UDCLV	Laparotomy vs. minimally invasive surgery for ovarian cancer recurrence: a systematic review	no	https://doi.org/10.21037/gs-20-353	SKIPPED	keep != yes	2026-03-29T13:44:23.979287
W3108453380	UDCLV	How Can the COVID-19 Pandemic Lead to Positive Changes in Urology Residency?	no	https://www.frontiersin.org/journals/surgery/articles/10.3389/fsurg.2020.563006/pdf	SKIPPED	keep != yes	2026-03-29T13:44:23.979292
W4311392164	UDCLV	Effectiveness of robot-assisted arm therapy in stroke rehabilitation: An overview of systematic reviews	no	https://hdl.handle.net/11392/2500940	SKIPPED	keep != yes	2026-03-29T13:44:23.979297
W3009455635	UDCLV	How to report educational videos in robotic surgery: an international multidisciplinary consensus statement	no	https://link.springer.com/content/pdf/10.1007/s13304-020-00734-5.pdf	SKIPPED	keep != yes	2026-03-29T13:44:23.979303
W2794395020	UDCLV	Dynamic Kinematics of the Plan Balanced Chain at the Planar Module 3R	no	http://thescipub.com/pdf/10.3844/jmrsp.2018.35.44	SKIPPED	keep != yes	2026-03-29T13:44:23.979308
W2883536518	UDCLV	Switching from Flat to Spatial Motion to 3R Mechatronic Systems	no	http://thescipub.com/pdf/10.3844/jmrsp.2018.14.22	SKIPPED	keep != yes	2026-03-29T13:44:23.979313
W3080124508	UDCLV	Human–Robot Interaction for Improving Fuselage Assembly Tasks: A Case Study	no	https://www.mdpi.com/2076-3417/10/17/5757/pdf?version=1598173573	SKIPPED	keep != yes	2026-03-29T13:44:23.979318
W3147149346	UDCLV	Can Robots Refill a Supermarket Shelf?: Motion Planning and Grasp Control	no		SKIPPED	keep != yes	2026-03-29T13:44:23.979324
W4306167809	UDCLV	Cost-Effectiveness of Robotic vs. Laparoscopic Surgery for Different Surgical Procedures: Protocol for a Prospective, Multicentric Study (ROBOCOSTES)	no	https://doi.org/10.3389/fsurg.2022.866041	SKIPPED	keep != yes	2026-03-29T13:44:23.979329
W2566908500	UDCLV	Industrial implementation of a multi-task redundancy resolution at velocity level for highly redundant mobile manipulators	no		SKIPPED	keep != yes	2026-03-29T13:44:23.979335
W2803328365	UDCLV	The Dynamics of the Planar Cinematic Balanced Chain at the Plan Module 3R	no	http://thescipub.com/pdf/10.3844/jmrsp.2018.23.34	SKIPPED	keep != yes	2026-03-29T13:44:23.979340
W2067069201	UDCLV	Stability Analysis of a Hierarchical Architecture for Discrete-Time Sensor-Based Control of Robotic Systems	no	https://ieeexplore.ieee.org/ielx7/8860/6824878/06710135.pdf	SKIPPED	keep != yes	2026-03-29T13:44:23.979363
W3121931734	UDCLV	Future Medicine Services Robotics	no	https://autopapers.ssrn.com/sol3/papers.cfm?abstract_id=3074481	SKIPPED	keep != yes	2026-03-29T13:44:23.979370
W4391446937	UDCLV	Current Expectations and Opinions on Single-port Robotic Surgery: A Survey Among European Experts by the SPARC Collaborative Group	no	https://doi.org/10.1016/j.euros.2024.01.007	SKIPPED	keep != yes	2026-03-29T13:44:23.979374
W2766049029	UDCLV	A low-cost and flexible solution for one-shot cooperative robotic drilling of aeronautic stack materials	no	https://doi.org/10.1016/j.ifacol.2017.08.1013	SKIPPED	keep != yes	2026-03-29T13:44:23.979380
W4321372667	UDCLV	Robotic Single-Site Hysterectomy in Gynecologic Benign Pathology: A Systematic Review of the Literature	no	https://www.mdpi.com/1648-9144/59/2/411/pdf?version=1676941648	SKIPPED	keep != yes	2026-03-29T13:44:23.979386
W3027864230	UDCLV	Research for the Presence of Unmanned Aerial Vehicle inside Closed Environments with Acoustic Measurements	no	https://www.mdpi.com/2075-5309/10/5/96/pdf?version=1590229477	SKIPPED	keep != yes	2026-03-29T13:44:23.979391
W4200517063	UDCLV	Robot-Assisted Upper Limb Training for Patients with Multiple Sclerosis: An Evidence-Based Review of Clinical Applications and Effectiveness	no	https://www.mdpi.com/2076-3417/12/1/222/pdf?version=1640683291	SKIPPED	keep != yes	2026-03-29T13:44:23.979397
W4403300885	UDCLV	A Comprehensive Systematic Review on Functional Results, Speech and Swallowing Outcomes after Trans-Oral Robotic Surgery for Oropharyngeal Squamous Cell Cancer	no	https://www.mdpi.com/2077-0383/13/20/6039/pdf?version=1728555402	SKIPPED	keep != yes	2026-03-29T13:44:23.979403
W4406083123	UDCLV	Robot-assisted upper limb therapy for personalized rehabilitation in children with cerebral palsy: a systematic review	no	https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2024.1499249/pdf	SKIPPED	keep != yes	2026-03-29T13:44:23.979410
W3087454648	UDCLV	Clinical implications of transversus abdominis plane block (TAP-block) for robot assisted laparoscopic radical prostatectomy: A single-institute analysis	no		SKIPPED	keep != yes	2026-03-29T13:44:23.979416
W4323666676	UDCLV	Do you like me? Behavioral and physical features for socially and emotionally engaging interactive systems	no	https://www.frontiersin.org/articles/10.3389/fcomp.2023.1138501/pdf	SKIPPED	keep != yes	2026-03-29T13:44:23.979421
W4386837752	UDCLV	Minimally Invasive Radical Nephroureterectomy: 5-Year Update of Techniques and Outcomes	no	https://www.mdpi.com/2072-6694/15/18/4585/pdf?version=1694773468	SKIPPED	keep != yes	2026-03-29T13:44:23.979427
W2619058020	UDCLV	Conceptual Design of a Small Hybrid Unmanned Aircraft System	no	http://downloads.hindawi.com/journals/jat/2017/9834247.pdf	SKIPPED	keep != yes	2026-03-29T13:44:23.979433
W4282980993	UDCLV	Prostate Cancer Diagnosis, Treatment and Outcomes in Patients with Previous or Synchronous Colorectal Cancer: A Systematic Review of Published Evidence	no	https://www.mdpi.com/2075-4418/12/6/1475/pdf?version=1655440910	SKIPPED	keep != yes	2026-03-29T13:44:23.979438
