university	name	paper_count	affiliation_status	affiliations	topics	paper_ids	paper_titles	paper_years
TAMK	Angela Serra	2	confirmed	Tampere University of Applied Sciences; University of Helsinki	Biochemical engineering; Computational biology; Computer science; Environmental science; Risk analysis (engineering)	W4405791036; W4409015978	CompSafeNano project: NanoInformatics approaches for safe-by-design nanomaterials; INSIGHT: An integrated framework for safe and sustainable chemical and material assessment	2024; 2025
TAMK	Dario Greco	2	confirmed	Tampere University of Applied Sciences; University of Helsinki	Biochemical engineering; Computational biology; Computer science; Environmental science; Risk analysis (engineering)	W4405791036; W4409015978	CompSafeNano project: NanoInformatics approaches for safe-by-design nanomaterials; INSIGHT: An integrated framework for safe and sustainable chemical and material assessment	2024; 2025
TAMK	Ahmed Farooq	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Computer security; Data science; Interpretability; Reflection (computer programming); Risk analysis (engineering); Sociotechnical system; Software deployment; Work (physics); Workflow	W4417109773	Securing local LLMs for academic research: a human-system integration analysis and evolution of TAUCHI-GPT	2025
TAMK	Devbrat Anuragi	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Computer security; Data science; Interpretability; Reflection (computer programming); Risk analysis (engineering); Sociotechnical system; Software deployment; Work (physics); Workflow	W4417109773	Securing local LLMs for academic research: a human-system integration analysis and evolution of TAUCHI-GPT	2025
TAMK	Zhenxing Li	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Computer security; Data science; Interpretability; Reflection (computer programming); Risk analysis (engineering); Sociotechnical system; Software deployment; Work (physics); Workflow	W4417109773	Securing local LLMs for academic research: a human-system integration analysis and evolution of TAUCHI-GPT	2025
TAMK	Roope Raisamo	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Computer security; Data science; Interpretability; Reflection (computer programming); Risk analysis (engineering); Sociotechnical system; Software deployment; Work (physics); Workflow	W4417109773	Securing local LLMs for academic research: a human-system integration analysis and evolution of TAUCHI-GPT	2025
TAMK	Tambekar, Nikhil	1	confirmed	Tampere University of Applied Sciences	Computer science; Data collection; Key (lock); Knowledge management; Organizational performance; Performance management; Performance measurement; Process (computing); Process management; Qualitative property	W7111586712	Enhancing employee performance management : an AI driven approach to overcome key challenges	2025
TAMK	Arja Halkoaho	1	confirmed	Tampere University of Applied Sciences	Business; Informed consent; Internet privacy; Psychology	W4403387454	Informed consent in the age of smart technologies	2024
TAMK	Roy, Somir	1	confirmed	Tampere University of Applied Sciences	Business; Digital transformation; Information and Communications Technology; Knowledge management; Multinational corporation; Process management; Procurement; Project governance; Project management; Transparency (behavior)	W7111726389	Digital transformation in strategic project management for overcoming execution challenges in multinational engineering firms	2025
TAMK	Antti Koskinen	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Artificial intelligence; Cognitive science; Computer science; Curiosity; Empirical research; Epistemology; Literacy; Psychology	W7117960513	Foundational AI Knowledge Enhances Epistemic Curiosity Development in Game-Based AI Ethics Instruction	2026
TAMK	Roni Ahola	1	confirmed	Tampere University of Applied Sciences	Artificial intelligence; Computer science; Differential (mechanical device); Image (mathematics); Image processing; Pattern recognition (psychology)	W7132919165	Image Generative AI Approaches for Differential Mobility Spectrometry Data Analysis	2024
TAMK	Frank Emmert‐Streib	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Artificial intelligence; Big data; Black box; Computer science; Data science; Economic Justice; Epistemology; Perspective (graphical); Relation (database); Wishful thinking	W3002181443	Explainable artificial intelligence and machine learning: A reality rooted perspective	2020
TAMK	Olli Yli‐Harja	1	unconfirmed	Tampere University of Applied Sciences; Institute for Systems Biology; Tampere University	Artificial intelligence; Big data; Black box; Computer science; Data science; Economic Justice; Epistemology; Perspective (graphical); Relation (database); Wishful thinking	W3002181443	Explainable artificial intelligence and machine learning: A reality rooted perspective	2020
TAMK	Eunice Kamau	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer network; Computer science; Core network; Distributed computing; Orchestration; Provisioning; Scalability; Scripting language; Software deployment	W4405889086	Infrastructure-as-Code for 5G RAN, Core and SBI Deployment: A comprehensive review	2024
TAMK	Giusy del Giudice	1	confirmed	Tampere University of Applied Sciences	Computer science	W4405791036	CompSafeNano project: NanoInformatics approaches for safe-by-design nanomaterials	2024
TAMK	Antonio Federico	1	confirmed	Tampere University of Applied Sciences	Computer science	W4405791036	CompSafeNano project: NanoInformatics approaches for safe-by-design nanomaterials	2024
TAMK	Alexandra Schaffert	1	confirmed	Tampere University of Applied Sciences	Biochemical engineering; Computational biology; Computer science; Environmental science; Risk analysis (engineering)	W4409015978	INSIGHT: An integrated framework for safe and sustainable chemical and material assessment	2025
TAMK	Marcella Torres Maia	1	confirmed	Tampere University of Applied Sciences	Biochemical engineering; Computational biology; Computer science; Environmental science; Risk analysis (engineering)	W4409015978	INSIGHT: An integrated framework for safe and sustainable chemical and material assessment	2025
TAMK	Emanuele Di Lieto	1	confirmed	Tampere University of Applied Sciences	Biochemical engineering; Computational biology; Computer science; Environmental science; Risk analysis (engineering)	W4409015978	INSIGHT: An integrated framework for safe and sustainable chemical and material assessment	2025
TAMK	Jack Morikka	1	confirmed	Tampere University of Applied Sciences	Biochemical engineering; Computational biology; Computer science; Environmental science; Risk analysis (engineering)	W4409015978	INSIGHT: An integrated framework for safe and sustainable chemical and material assessment	2025
TAMK	Laura Valtonen	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Artificial intelligence; Computer science; Data science; Decision maker; Human intelligence; Knowledge management; Management science; Psychology; Rationality; Transparency (behavior)	W4312198862	Exploring the Relationships between Artificial Intelligence Transparency, Sources of Bias, and Types of Rationality	2022
TAMK	Hannu Kankaanranta	1	unconfirmed	Tampere University of Applied Sciences; Seinäjoki University of Applied Sciences; Tampere University; University of Gothenburg	Artificial intelligence; Asthma; Cluster analysis; Cohort; Epidemiology; Imputation (statistics); Machine learning; Medicine; Missing data; Unsupervised learning	W4415209546	Unsupervised Machine Learning Identifies Asthma Phenotypes in the Population‐Based West Sweden Asthma Study	2025
TAMK	Heikki Huttunen	1	confirmed	Tampere University of Applied Sciences	Ambient noise level; Artificial intelligence; Bioacoustics; Computer science; Sound (geography); Temporal resolution	W2028335839	The 9th annual MLSP competition: New methods for acoustic classification of multiple simultaneous bird species in a noisy environment	2013
TAMK	Tapio Manninen	1	confirmed	Tampere University of Applied Sciences	Ambient noise level; Artificial intelligence; Bioacoustics; Computer science; Sound (geography); Temporal resolution	W2028335839	The 9th annual MLSP competition: New methods for acoustic classification of multiple simultaneous bird species in a noisy environment	2013
TAMK	Aleksandr Diment	1	confirmed	Tampere University of Applied Sciences	Ambient noise level; Artificial intelligence; Bioacoustics; Computer science; Sound (geography); Temporal resolution	W2028335839	The 9th annual MLSP competition: New methods for acoustic classification of multiple simultaneous bird species in a noisy environment	2013
TAMK	Tuomas Virtanen	1	confirmed	Tampere University of Applied Sciences	Ambient noise level; Artificial intelligence; Bioacoustics; Computer science; Sound (geography); Temporal resolution	W2028335839	The 9th annual MLSP competition: New methods for acoustic classification of multiple simultaneous bird species in a noisy environment	2013
TAMK	Mikko J. Huttunen	1	unconfirmed	Tampere University of Applied Sciences; University of Ottawa; Tampere University	Artificial intelligence; Computer science; Contextual image classification; Convolutional neural network; Deep learning; Microscopy; Multiphoton fluorescence microscope; Pathology; Pattern recognition (psychology); Two-photon excitation microscopy	W2808583237	Automated classification of multiphoton microscopy images of ovarian tissue using deep learning	2018
TAMK	Akshay Dhalpe	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Engineering; Engineering drawing; Industrial and production engineering; Industrial engineering; Mass transfer; Mechanical engineering; Scaling; Welding	W4402940438	Integrating dimensional and scaling analyses with functional modelling and graphs: An approach to comprehend mass transfer in welding	2024
TAMK	Hossein Mokhtarian	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Engineering; Engineering drawing; Industrial and production engineering; Industrial engineering; Mass transfer; Mechanical engineering; Scaling; Welding	W4402940438	Integrating dimensional and scaling analyses with functional modelling and graphs: An approach to comprehend mass transfer in welding	2024
TAMK	Suraj Panicker	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Engineering; Engineering drawing; Industrial and production engineering; Industrial engineering; Mass transfer; Mechanical engineering; Scaling; Welding	W4402940438	Integrating dimensional and scaling analyses with functional modelling and graphs: An approach to comprehend mass transfer in welding	2024
TAMK	Di Wu	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Engineering; Engineering drawing; Industrial and production engineering; Industrial engineering; Mass transfer; Mechanical engineering; Scaling; Welding	W4402940438	Integrating dimensional and scaling analyses with functional modelling and graphs: An approach to comprehend mass transfer in welding	2024
TAMK	Joe David	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Engineering; Engineering drawing; Industrial and production engineering; Industrial engineering; Mass transfer; Mechanical engineering; Scaling; Welding	W4402940438	Integrating dimensional and scaling analyses with functional modelling and graphs: An approach to comprehend mass transfer in welding	2024
TAMK	Shahriar Bakrani Balani	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Engineering; Engineering drawing; Industrial and production engineering; Industrial engineering; Mass transfer; Mechanical engineering; Scaling; Welding	W4402940438	Integrating dimensional and scaling analyses with functional modelling and graphs: An approach to comprehend mass transfer in welding	2024
TAMK	José L. Martínez Lastra	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Engineering; Engineering drawing; Industrial and production engineering; Industrial engineering; Mass transfer; Mechanical engineering; Scaling; Welding	W4402940438	Integrating dimensional and scaling analyses with functional modelling and graphs: An approach to comprehend mass transfer in welding	2024
TAMK	Éric Coatanéa	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Computer science; Engineering; Engineering drawing; Industrial and production engineering; Industrial engineering; Mass transfer; Mechanical engineering; Scaling; Welding	W4402940438	Integrating dimensional and scaling analyses with functional modelling and graphs: An approach to comprehend mass transfer in welding	2024
TAMK	Chowdhury Nazia Enam Prima	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Artificial intelligence; Classifier (UML); Computer science; Feature selection; Kidney disease; Machine learning; Medicine; Random forest; Ranking (information retrieval); Support vector machine	W7128803773	Early Risk Factor Prediction in Chronic Kidney Disease Diagnosis Using Feature Selection and Machine Learning Algorithms	2025
TAMK	Martti Juhola	1	unconfirmed	Tampere University of Applied Sciences; Tampere University	Artificial intelligence; Classifier (UML); Computer science; Feature selection; Kidney disease; Machine learning; Medicine; Random forest; Ranking (information retrieval); Support vector machine	W7128803773	Early Risk Factor Prediction in Chronic Kidney Disease Diagnosis Using Feature Selection and Machine Learning Algorithms	2025
TAMK	Jaana Jurvansuu	1	confirmed	Tampere University; Tampere University of Applied Sciences	16S ribosomal RNA; Identification (biology); Computational biology; Gene; DNA sequencing	W4411980724	Machine learning-based identification of wastewater treatment plant-specific microbial indicators using 16S rRNA gene sequencing	2025
TAMK	Annika Länsivaara	1	confirmed	Tampere University; Tampere University of Applied Sciences	16S ribosomal RNA; Identification (biology); Computational biology; Gene; DNA sequencing	W4411980724	Machine learning-based identification of wastewater treatment plant-specific microbial indicators using 16S rRNA gene sequencing	2025
TAMK	Marja R.T. Palmroth	1	confirmed	Tampere University; Tampere University of Applied Sciences	16S ribosomal RNA; Identification (biology); Computational biology; Gene; DNA sequencing	W4411980724	Machine learning-based identification of wastewater treatment plant-specific microbial indicators using 16S rRNA gene sequencing	2025
TAMK	Outi Kaarela	1	confirmed	Tampere University; Tampere University of Applied Sciences	16S ribosomal RNA; Identification (biology); Computational biology; Gene; DNA sequencing	W4411980724	Machine learning-based identification of wastewater treatment plant-specific microbial indicators using 16S rRNA gene sequencing	2025
TAMK	Heikki Hyöty	1	confirmed	Tampere University; Tampere University of Applied Sciences	16S ribosomal RNA; Identification (biology); Computational biology; Gene; DNA sequencing	W4411980724	Machine learning-based identification of wastewater treatment plant-specific microbial indicators using 16S rRNA gene sequencing	2025
TAMK	Sami Oikarinen	1	confirmed	Tampere University; Tampere University of Applied Sciences	16S ribosomal RNA; Identification (biology); Computational biology; Gene; DNA sequencing	W4411980724	Machine learning-based identification of wastewater treatment plant-specific microbial indicators using 16S rRNA gene sequencing	2025
TAMK	K. Lehto	1	confirmed	Tampere University; Tampere University of Applied Sciences	16S ribosomal RNA; Identification (biology); Computational biology; Gene; DNA sequencing	W4411980724	Machine learning-based identification of wastewater treatment plant-specific microbial indicators using 16S rRNA gene sequencing	2025
THUAS	Verkuilen, A.	1	confirmed	The Hague University of Applied Sciences	Artificial intelligence; Computer science; Craft; Engineering education; Engineering ethics; Generative grammar; Human–computer interaction; Persona	W7105883480	Creating AI Personas for Educational Settings: A Prepared4ed Approach	2025
THUAS	Leon Kester	2	confirmed	The Hague University of Applied Sciences	Adversarial system; Artificial intelligence; Computer science; Computer security; Context (archaeology); Control (management); Cyberwarfare; Disinformation; Epistemology; Exploit; Hindsight bias; Malice; Morality; Object (grammar); Psychology; Set (abstract data type); Social psychology; Software deployment	W4283701833; W4283706109	10. Immoral programming; 4. Moral programming	2022; 2022
THUAS	Theo Bakker	1	confirmed	The Hague University of Applied Sciences	Analytics; Applied research; Computer science; Data analysis; Dropout (neural networks); Equity (law); Higher education; Inequality; Learning analytics; Vocational education	W7129328603	No Fairness without Awareness. Applied Research into Equity in Higher Education. Inaugural Address upon Appointment as Professor of Learning Technology & Analytics	2024
THUAS	C.C.M. Stolwijk	1	confirmed	The Hague University of Applied Sciences	Bridging (networking); Data Protection Act 1998; Data governance; Digital rights; European union; German; Political science; Politics; Prime minister; Sovereignty	W7132196516	Bridging the Dutch and European Digital Sovereignty gap	2022
THUAS	T. Timan	1	confirmed	The Hague University of Applied Sciences	Bridging (networking); Data Protection Act 1998; Data governance; Digital rights; European union; German; Political science; Politics; Prime minister; Sovereignty	W7132196516	Bridging the Dutch and European Digital Sovereignty gap	2022
THUAS	F.T.H.M. Berkers	1	confirmed	The Hague University of Applied Sciences	Bridging (networking); Data Protection Act 1998; Data governance; Digital rights; European union; German; Political science; Politics; Prime minister; Sovereignty	W7132196516	Bridging the Dutch and European Digital Sovereignty gap	2022
THUAS	Phd in IP Law Dr Hristina Georgieva	1	confirmed	The Hague University of Applied Sciences	Bridging (networking); Data Protection Act 1998; Data governance; Digital rights; European union; German; Political science; Politics; Prime minister; Sovereignty	W7132196516	Bridging the Dutch and European Digital Sovereignty gap	2022
THUAS	Ram Rick Gilsing	1	confirmed	The Hague University of Applied Sciences	Bridging (networking); Data Protection Act 1998; Data governance; Digital rights; European union; German; Political science; Politics; Prime minister; Sovereignty	W7132196516	Bridging the Dutch and European Digital Sovereignty gap	2022
THUAS	H.J.M. Bastiaansen	1	confirmed	The Hague University of Applied Sciences	Bridging (networking); Data Protection Act 1998; Data governance; Digital rights; European union; German; Political science; Politics; Prime minister; Sovereignty	W7132196516	Bridging the Dutch and European Digital Sovereignty gap	2022
THUAS	M. Hoekstra	1	confirmed	The Hague University of Applied Sciences	Bridging (networking); Data Protection Act 1998; Data governance; Digital rights; European union; German; Political science; Politics; Prime minister; Sovereignty	W7132196516	Bridging the Dutch and European Digital Sovereignty gap	2022
THUAS	A.Y. Yagafarova	1	confirmed	The Hague University of Applied Sciences	Bridging (networking); Data Protection Act 1998; Data governance; Digital rights; European union; German; Political science; Politics; Prime minister; Sovereignty	W7132196516	Bridging the Dutch and European Digital Sovereignty gap	2022
THUAS	W. M. C. Mulder	1	confirmed	The Hague University of Applied Sciences	Bridging (networking); Data Protection Act 1998; Data governance; Digital rights; European union; German; Political science; Politics; Prime minister; Sovereignty	W7132196516	Bridging the Dutch and European Digital Sovereignty gap	2022
THUAS	S. Dalmolen	1	confirmed	The Hague University of Applied Sciences	Bridging (networking); Data Protection Act 1998; Data governance; Digital rights; European union; German; Political science; Politics; Prime minister; Sovereignty	W7132196516	Bridging the Dutch and European Digital Sovereignty gap	2022
THUAS	Georgios Giannakopoulos	1	confirmed	The Hague University of Applied Sciences	Agile software development; Business; Computer science; Engineering ethics; Engineering management; Knowledge management; Process management	W7137826700	Securing the Future of IVR: AI-Driven Innovation with Agile Security, Data Regulation, and Ethical AI Integration	2025
THUAS	Liliya Terzieva	1	confirmed	The Hague University of Applied Sciences	Corporate governance; Curriculum; Engineering ethics; Erasmus+; Higher education; Knowledge management; Pedagogy; Political science; Sociology; Sustainability	W4413082795	Integrating ESG and AI in higher education: a conceptual framework for curriculum innovation	2025
THUAS	Chris Detweiler	1	confirmed	The Hague University of Applied Sciences	Affordance; Computer science; Human–computer interaction; Recommender system; World Wide Web	W4400430845	Design Ideas for Recommender Systems in Flexible Education: How Algorithmic Affordances May Address Ethical Concerns	2024
THUAS	Vera A. M. C. Bongaerts	1	unconfirmed	The Hague University of Applied Sciences; Leiden University Medical Center	Analytics; Computer science; Data collection; Data management; Data mining; Data science; Precision medicine; Process (computing)	W4406230496	A data management system for precision medicine	2025
THUAS	Hendrikus J. A. van Os	1	unconfirmed	The Hague University of Applied Sciences; Leiden University Medical Center	Analytics; Computer science; Data collection; Data management; Data mining; Data science; Precision medicine; Process (computing)	W4406230496	A data management system for precision medicine	2025
THUAS	Rimke C. Vos	1	unconfirmed	The Hague University of Applied Sciences; Leiden University Medical Center	Analytics; Computer science; Data collection; Data management; Data mining; Data science; Precision medicine; Process (computing)	W4406230496	A data management system for precision medicine	2025
THUAS	Sylvia I. Bergh	1	unconfirmed	The Hague University of Applied Sciences; Leiden University; Hague Institute for Global Justice	Corporate governance; Economic geography; Geography; Political science	W4395086125	Morocco’s Governance of Cities and Borders	2024
THUAS	Issam Cherrat	1	unconfirmed	The Hague University of Applied Sciences; Hague Institute for Global Justice; Leiden University	Corporate governance; Economic geography; Geography; Political science	W4395086125	Morocco’s Governance of Cities and Borders	2024
THUAS	Francesco Colin	1	unconfirmed	The Hague University of Applied Sciences; Hague Institute for Global Justice; Leiden University	Corporate governance; Economic geography; Geography; Political science	W4395086125	Morocco’s Governance of Cities and Borders	2024
THUAS	Katharina Natter	1	unconfirmed	The Hague University of Applied Sciences; Leiden University; Hague Institute for Global Justice	Corporate governance; Economic geography; Geography; Political science	W4395086125	Morocco’s Governance of Cities and Borders	2024
THUAS	Ben Wagner	1	unconfirmed	The Hague University of Applied Sciences; Hague Institute for Global Justice; Leiden University	Corporate governance; Economic geography; Geography; Political science	W4395086125	Morocco’s Governance of Cities and Borders	2024
THUAS	Yih-Jye Hwang	1	unconfirmed	The Hague University of Applied Sciences; Leiden University; Hague Institute for Global Justice	Artificial intelligence; Business; Computer science; Corporate governance; Government (linguistics); Knowledge management; Management science; Perspective (graphical); Political science; Sociology	W7129339839	Artificial intelligence governance logics with Asian characteristics: rethinking government’s priorities	2026
THUAS	Lee Peney	1	confirmed	The Hague University of Applied Sciences	Artificial intelligence; Computer science; Human–computer interaction; Ranking (information retrieval)	W4401110729	Encouraging Trust in AI-Powered Teaching Tools: Ranking Design Principles	2024
THUAS	Raoul Dernee	1	confirmed	The Hague University of Applied Sciences	Artificial intelligence; Computer science; Human–computer interaction; Ranking (information retrieval)	W4401110729	Encouraging Trust in AI-Powered Teaching Tools: Ranking Design Principles	2024
THUAS	Hani Alers	1	confirmed	The Hague University of Applied Sciences	Artificial intelligence; Computer science; Human–computer interaction; Ranking (information retrieval)	W4401110729	Encouraging Trust in AI-Powered Teaching Tools: Ranking Design Principles	2024
THUAS	Manika Garg	1	unconfirmed	The Hague University of Applied Sciences; University of Delhi	Artificial intelligence; Cheating; Computer science; Internet privacy; Machine learning; Online assessment	W4407842007	Towards Fair Assessments: A Machine Learning-based Approach for Detecting Cheating in Online Assessments	2025
THUAS	Fabienne Ufert	1	confirmed	The Hague University of Applied Sciences	Law and economics; Lens (geology); Political science; Through-the-lens metering	W3128070792	AI Regulation Through the Lens of Fundamental Rights: How Well Does the GDPR Address the Challenges Posed by AI?	2020
THWS	Moritz Heusinger	1	unconfirmed	Technical University of Applied Sciences Würzburg-Schweinfurt; University of Würzburg	Computer science	W3205696641	Federated Learning - Methods, Applications and beyond	2021
THWS	Christoph Raab	1	unconfirmed	Technical University of Applied Sciences Würzburg-Schweinfurt; University of Würzburg	Computer science	W3205696641	Federated Learning - Methods, Applications and beyond	2021
THWS	Frank-Michael Schleif	1	unconfirmed	Technical University of Applied Sciences Würzburg-Schweinfurt; University of Würzburg	Computer science	W3205696641	Federated Learning - Methods, Applications and beyond	2021
THWS	Ralf Roßkopf	1	confirmed	Technical University of Applied Sciences Würzburg-Schweinfurt	Agile software development; Artificial intelligence; Engineering; European union; Product (mathematics); Product liability; Relevance (law); Robot; Robotics; Transparency (behavior)	W4416104283	Human-centred robotics and the EU AI Act: selected standards and implications	2025
THWS	Bibin Babu	1	confirmed	Technical University of Applied Sciences Würzburg-Schweinfurt	Cognitive reframing; Computer science; Computer security; Context (archaeology); Covert; Defamiliarization; Epistemology; Literary theory; Popularity; Sociotechnical system	W7133219553	Defamiliarization Attack: Literary Theory Enabled Discussion of LLM Safety	2026
THWS	Sebastian Biedermann	1	confirmed	Technical University of Applied Sciences Würzburg-Schweinfurt	Cognitive reframing; Computer science; Computer security; Context (archaeology); Covert; Defamiliarization; Epistemology; Literary theory; Popularity; Sociotechnical system	W7133219553	Defamiliarization Attack: Literary Theory Enabled Discussion of LLM Safety	2026
THWS	Ivan P. Yamshchikov	1	confirmed	Technical University of Applied Sciences Würzburg-Schweinfurt	Cognitive reframing; Computer science; Computer security; Context (archaeology); Covert; Defamiliarization; Epistemology; Literary theory; Popularity; Sociotechnical system	W7133219553	Defamiliarization Attack: Literary Theory Enabled Discussion of LLM Safety	2026
THWS	Felix Golla	1	confirmed	Technical University of Applied Sciences Würzburg-Schweinfurt	Augmented reality; Computer science; Human–computer interaction; Multimedia; Student engagement	W4406459680	Enhancing Student Engagement Through AI-Powered Educational Chatbots: A Retrieval-Augmented Generation Approach	2024
THWS	Benjamin Weggenmann	1	confirmed	Technical University of Applied Sciences Würzburg-Schweinfurt	Artificial noise; Cloud computing; Computer science; Confidentiality; Cryptography; Differential privacy; Distributed computing; Inference; Information privacy; Scalability	W7125651258	SPRINT: Scalable Secure &amp; Differentially Private Inference for Transformers	2026
