openalex_id	university	title	keep	pdf_url	status	detail
W4405353496	USPN	Gateway Selection in 5G/Wi-Fi Architecture: A Fire Emergency Case Study	no	https://hal.sorbonne-universite.fr/hal-04833387/document	SKIPPED	keep != yes
W4392923777	UDCLV	Artificial intelligence for optimizing benefits and minimizing risks of pharmacological therapies: challenges and opportunities	no	https://www.frontiersin.org/articles/10.3389/fdsfr.2024.1356405/pdf?isPublishedV2=False	SKIPPED	keep != yes
W4313409498	UDCLV	Explainabilty Comparison between Random Forests and Neural Networks—Case Study of Amino Acid Volume Prediction	no	https://www.mdpi.com/2078-2489/14/1/21/pdf?version=1672306032	SKIPPED	keep != yes
W4220694335	UDCLV	Transition towards the artificial intelligence via re-engineering of digital platforms: comparing European Member States	no	https://jssidoi.org/jesi/article/download/953	SKIPPED	keep != yes
W4317718004	UDCLV	Real-world data to build explainable trustworthy artificial intelligence models for prediction of immunotherapy efficacy in NSCLC patients	no	https://www.frontiersin.org/articles/10.3389/fonc.2022.1078822/pdf	SKIPPED	keep != yes
W4311529227	UDCLV	A Multimodal Knowledge-Based Deep Learning Approach for MGMT Promoter Methylation Identification	no	https://www.mdpi.com/2313-433X/8/12/321/pdf?version=1671595537	SKIPPED	keep != yes
W4416074225	UDCLV	Machine Learning Pipeline for Early Diabetes Detection: A Comparative Study with Explainable AI	no	https://www.mdpi.com/1999-5903/17/11/513/pdf	SKIPPED	keep != yes
W4307388287	UDCLV	Explaining neural activity in human listeners with deep learning via natural language processing of narrative text	no	https://www.nature.com/articles/s41598-022-21782-4.pdf	SKIPPED	keep != yes
W4409322135	UDCLV	eXplainable Artificial Intelligence Framework for Structure's Limit Load Extimation	no		SKIPPED	keep != yes
W4396935650	UDCLV	GobhiSet: Dataset of raw, manually, and automatically annotated RGB images across phenology of Brassica oleracea var. Botrytis	no	https://doi.org/10.1016/j.dib.2024.110506	SKIPPED	keep != yes
W4405833917	UDCLV	A stratified treatment algorithm in psychiatry: a program on stratified pharmacogenomics in severe mental illness (Psych-STRATA): concept, objectives and methodologies of a multidisciplinary project funded by Horizon Europe	no	https://link.springer.com/content/pdf/10.1007/s00406-024-01944-3.pdf	SKIPPED	keep != yes
W3044462144	UDCLV	Analysis of a New Work-Related Stress Assessment Tool	no	https://openneurologyjournal.com/VOLUME/14/PAGE/32/PDF/	SKIPPED	keep != yes
W4401722792	UDCLV	Artificial Intelligence in Breast Cancer Diagnosis: “Synergy-Net” in Campania FESR-POR (European Fund of Regional Development—Regional Operative Program) Research Project	no	https://link.springer.com/content/pdf/10.1007/978-981-97-4581-4_22.pdf	SKIPPED	keep != yes
W4320917112	UDCLV	Fan Fault Diagnosis Using Acoustic Emission and Deep Learning Methods	no	https://www.mdpi.com/2227-9709/10/1/24/pdf?version=1677138381	SKIPPED	keep != yes
W4387931474	UDCLV	Artificial intelligence applied in acute ischemic stroke: from child to elderly	no	https://link.springer.com/content/pdf/10.1007/s11547-023-01735-1.pdf	SKIPPED	keep != yes
W4386161265	UDCLV	Future Directions in the Assessment of Axillary Lymph Nodes in Patients with Breast Cancer	no	https://www.mdpi.com/1648-9144/59/9/1544/pdf?version=1692965554	SKIPPED	keep != yes
W4376274010	UDCLV	Clothoid-Based Path Planning for a Formation of Fixed-Wing UAVs	no	https://www.mdpi.com/2079-9292/12/10/2204/pdf?version=1683881703	SKIPPED	keep != yes
W4413005430	UDCLV	Exploring the Epidemiologic Burden, Pathogenetic Features, and Clinical Outcomes of Primary Liver Cancer in Patients with Type 2 Diabetes Mellitus (T2DM) and Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD): A Scoping Review	no	https://www.mdpi.com/2673-4540/6/8/79/pdf?version=1754288640	SKIPPED	keep != yes
W4406796931	UDCLV	Intangible Capital: Digital Colors in Romanesque Cloisters	no	https://www.mdpi.com/2571-9408/8/2/43/pdf?version=1737730544	SKIPPED	keep != yes
W3136510087	UDCLV	Smart cities and robotic technologies for a model of integrated growth	no	https://revistas.uma.es/index.php/eviterna/article/download/11459/12666	SKIPPED	keep != yes
W4394869541	UDCLV	RafanoSet: Dataset of raw, manually, and automatically annotated Raphanus Raphanistrum weed images for object detection and segmentation.	no	https://doi.org/10.1016/j.dib.2024.110430	SKIPPED	keep != yes
W4390699853	UDCLV	Disentangling neurodegeneration from ageing in multiple sclerosis: the brain-predicted disease duration gap	no	https://www.medrxiv.org/content/medrxiv/early/2024/01/03/2024.01.02.23300497.full.pdf	SKIPPED	keep != yes
W2967937185	UDCLV	Towards Precision Medicine in Psychosis: Benefits and Challenges of Multimodal Multicenter Studies—PSYSCAN: Translating Neuroimaging Findings From Research into Clinical Practice	no	https://kclpure.kcl.ac.uk/portal/en/publications/9f51ff49-a53f-4744-9aab-33f7d154128e	SKIPPED	keep != yes
W3043036965	UDCLV	Improving Smart Cities Safety Using Sound Events Detection Based on Deep Neural Network Algorithms	no	https://www.mdpi.com/2227-9709/7/3/23/pdf?version=1595386831	SKIPPED	keep != yes
W3126548041	UDCLV	Neural Networks for Driver Behavior Analysis	no	https://www.mdpi.com/2079-9292/10/3/342/pdf?version=1612354191	SKIPPED	keep != yes
W4407179841	UDCLV	StackAHTPs: An explainable antihypertensive peptides identifier based on heterogeneous features and stacked learning approach	no	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/syb2.70002	SKIPPED	keep != yes
W4409546016	UDCLV	Earthquake Size Distributions of Strong Worldwide Seismicity Are Similar for Background and Triggered Events	no	https://pubs.geoscienceworld.org/ssa/srl/article-pdf/doi/10.1785/0220240481/7172515/srl-2024481.1.pdf	SKIPPED	keep != yes
W4413772099	UDCLV	Behavioral portfolio optimization via cumulative prospect theory with a symmetric alternating direction method of multipliers	no	https://link.springer.com/content/pdf/10.1007/s10589-025-00721-9.pdf	SKIPPED	keep != yes
W4406779523	UDCLV	Reproducibility of fixed-node diffusion Monte Carlo across diverse community codes: The case of water-methane dimer	no	https://arxiv.org/pdf/2501.12950	SKIPPED	keep != yes
W4319265436	UMA	Ensemble-based genetic algorithm explainer with automized image segmentation: A case study on melanoma detection dataset	no	https://ars.els-cdn.com/content/image/1-s2.0-S0010482523000781-ga1_lrg.jpg	SKIPPED	keep != yes
W4304890691	UMA	Explaining quality attribute tradeoffs in automated planning for self-adaptive systems	no	https://doi.org/10.1016/j.jss.2022.111538	SKIPPED	keep != yes
W4379229711	UMA	Scalable approach for high-resolution land cover: a case study in the Mediterranean Basin	no	https://journalofbigdata.springeropen.com/counter/pdf/10.1186/s40537-023-00770-z	SKIPPED	keep != yes
W4394623252	UMA	Prediction of attention deficit hyperactivity disorder based on explainable artificial intelligence	no	http://rua.ua.es/dspace/bitstream/10045/142338/5/Navarro-Soria_etal_2024_ApplNeuropsycholChild_preprint.pdf	SKIPPED	keep != yes
W4392699515	UMA	Prediction of attention deficit hyperactivity disorder based on explainable artificial intelligence	no	https://www.researchsquare.com/article/rs-3992393/latest.pdf	SKIPPED	keep != yes
W4411626315	UMA	AI in enterprise management: determinants of purchase intention among CEOs without AI experience	no	https://riuma.uma.es/xmlui/bitstream/10630/40493/1/jeim-03-2025-0230en.pdf	SKIPPED	keep != yes
W4393071966	UMA	Causal-Based Approaches to Explain and Learn from Self-Extension—A Review	no	https://www.mdpi.com/2079-9292/13/7/1169/pdf?version=1711094309	SKIPPED	keep != yes
W4385383529	UMA	Computational approaches to Explainable Artificial Intelligence: Advances in theory, applications and trends	no	https://doi.org/10.1016/j.inffus.2023.101945	SKIPPED	keep != yes
W4388447982	UMA	Applications of machine learning and deep learning in SPECT and PET imaging: General overview, challenges and future prospects	no	https://ars.els-cdn.com/content/image/1-s2.0-S1043661823003407-ga1_lrg.jpg	SKIPPED	keep != yes
W4383892324	UMA	A multidimensional Bayesian architecture for real-time anomaly detection and recovery in mobile robot sensory systems	no	https://doi.org/10.1016/j.engappai.2023.106673	SKIPPED	keep != yes
W7133185216	UMA	Explainable AI for end-to-end pathogen target discovery and molecular design	no	https://doi.org/10.64898/2026.02.27.708593	SKIPPED	keep != yes
W4313552496	UMA	Using Explainable Artificial Intelligence in the Clock Drawing Test to Reveal the Cognitive Impairment Pattern	no	https://digibug.ugr.es/bitstream/10481/85836/1/preprint.pdf	SKIPPED	keep != yes
W4320731731	UMA	GENECI: A novel evolutionary machine learning consensus-based approach for the inference of gene regulatory networks	no	https://doi.org/10.1016/j.compbiomed.2023.106653	SKIPPED	keep != yes
W4295093106	UMA	Estimation of jellyfish abundance in the south-eastern Spanish coastline by using an explainable artificial intelligence model based on fuzzy logic	no	https://hdl.handle.net/10272/22796	SKIPPED	keep != yes
W4285174261	UMA	On the Use of Explainable Artificial Intelligence for the Differential Diagnosis of Pigmented Skin Lesions	no	https://hdl.handle.net/10630/24685	SKIPPED	keep != yes
W7118197231	UMA	Turning waste into energy: Application of machine learning and explainable artificial intelligence for determining key factors in wastewater-to-hydrogen conversion	no		SKIPPED	keep != yes
W4352999109	UMA	Prediction of Attention Deficit Hyperactivity Disorder Based on Explainable Artificial Intelligence	no	http://dx.doi.org/10.2139/ssrn.4395578	SKIPPED	keep != yes
W4407844650	UMA	Artificial Intelligence: An Emerging Tool for Studying Drug‐Induced Liver Injury	no	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/liv.70038	SKIPPED	keep != yes
W4327715313	UMA	Editorial: Highlights in pediatric pain 2021/22	no	https://www.frontiersin.org/articles/10.3389/fpain.2023.1152194/pdf	SKIPPED	keep != yes
W4391346301	UMA	The Impact of Noise and Brightness on Object Detection Methods	no	https://www.mdpi.com/1424-8220/24/3/821/pdf?version=1706663412	SKIPPED	keep != yes
W4399802801	UMA	Socially Assistive Robots in Smart Environments to Attend Elderly People—A Survey	no	https://www.mdpi.com/2076-3417/14/12/5287/pdf?version=1718783901	SKIPPED	keep != yes
W4361005442	UMA	Evolution of Socially-Aware Robot Navigation	no	https://www.mdpi.com/2079-9292/12/7/1570/pdf?version=1679908019	SKIPPED	keep != yes
W4412631460	UMA	Energy Demand Forecasting Scenarios for Buildings Using Six AI Models	no	https://www.mdpi.com/2076-3417/15/15/8238/pdf?version=1753361846	SKIPPED	keep != yes
W4379882551	UMA	Information-Driven Gas Distribution Mapping for Autonomous Mobile Robots	no	https://www.mdpi.com/1424-8220/23/12/5387/pdf?version=1686123254	SKIPPED	keep != yes
W4414473302	UMA	Integrating Finite Element Data with Neural Networks for Fatigue Prediction in Titanium Dental Implants: A Proof-of-Concept Study	no	https://www.mdpi.com/2076-3417/15/19/10362/pdf?version=1758712091	SKIPPED	keep != yes
W4410302437	UMA	Energy-Efficient Fall-Detection System Using LoRa and Hybrid Algorithms	no	https://www.mdpi.com/2313-7673/10/5/313/pdf?version=1747044037	SKIPPED	keep != yes
W4399533968	UMA	Evolutionary regulatory dynamics in a pluralist and polarized journalism landscape: a case study of the normative framework in Spanish media	no	https://public-pages-files-2025.frontiersin.org/journals/communication/articles/10.3389/fcomm.2024.1424096/pdf	SKIPPED	keep != yes
W4408044908	UMA	Adoption and Usage Patterns of Referencing Services Management Software Among Postgraduate Students: A Case Study of Selected Kenyan Universities	no	https://mw.ageditor.ar/index.php/mw/article/download/622/432	SKIPPED	keep != yes
W7118176500	UMA	Emerging Molecular and Computational Biomarkers in Urothelial Carcinoma: Innovations in Diagnosis, Prognosis, and Therapeutic Response Prediction	no	https://www.mdpi.com/2075-4426/16/1/25/pdf?version=1767599963	SKIPPED	keep != yes
W4399981893	UMA	Last Tendencies in Acquiring Text Competence in the Field of Tourism. The Case of Chatbots and AI	no	https://link.springer.com/content/pdf/10.1007/978-3-031-52607-7_17.pdf	SKIPPED	keep != yes
W4392767207	UMA	Instruments Detection and Descriptive Gesture Segmentation on a Robotic Surgical Maneuvers Dataset	no	https://www.preprints.org/manuscript/202403.0008/v1/download	SKIPPED	keep != yes
W4395665380	UMA	Instrument Detection and Descriptive Gesture Segmentation on a Robotic Surgical Maneuvers Dataset	no	https://www.mdpi.com/2076-3417/14/9/3701/pdf?version=1714135820	SKIPPED	keep != yes
W4412736036	UMA	Metatourpolis and aerotainment: two concepts to be considered to empower tourism and travel activities in smart cities	no		SKIPPED	keep != yes
W7133136978	UMA	Reading and writing in university teacher training: strategies for comprehension, written expression and the responsible use of technology	no	https://rc.cienciasas.org/index.php/rc/article/download/552/635	SKIPPED	keep != yes
W3017505289	UMA	Editorial: Challenges and opportunities in corporate governance and regulation for a new decade	no	https://doi.org/10.22495/jgrv9i1_editorial	SKIPPED	keep != yes
W4320928948	UMA	DEM-AIA: Asymmetric inclination-aware trajectory planner for off-road vehicles with digital elevation models	no	https://doi.org/10.1016/j.engappai.2023.105976	SKIPPED	keep != yes
W4309003552	UMA	Dataset with Tactile and Kinesthetic Information from a Human Forearm and Its Application to Deep Learning	no	https://www.mdpi.com/1424-8220/22/22/8752/pdf?version=1668576396	SKIPPED	keep != yes
W4412106293	UMA	SAFERNet: Channel, Positional, and Global Attention Fusion for Efficient RGB-T Segmentation in Disaster Robotics	no	https://www.authorea.com/doi/pdf/10.22541/au.175199254.45194201	SKIPPED	keep != yes
W4281257697	UMA	Smart Sensorization Using Propositional Dynamic Logic	no	https://www.mdpi.com/1424-8220/22/10/3899/pdf?version=1653295097	SKIPPED	keep != yes
W3190445232	UMA	Big Optimization with Genetic Algorithms: Hadoop, Spark and MPI	no	https://www.researchsquare.com/article/rs-725766/latest.pdf	SKIPPED	keep != yes
W4416162626	UMA	Sustainable Mobility in Evolution: Growth and Challenges of Electric Vehicles	no	https://www.e3s-conferences.org/articles/e3sconf/pdf/2025/58/e3sconf_ciia2025_02005.pdf	SKIPPED	keep != yes
W2758484418	UMA	A machine learning approach for predicting methionine oxidation sites	no	https://bmcbioinformatics.biomedcentral.com/track/pdf/10.1186/s12859-017-1848-9	SKIPPED	keep != yes
W4362578248	UMA	Constrained IoT-Based Machine Learning for Accurate Glycemia Forecasting in Type 1 Diabetes Patients	no	https://www.mdpi.com/1424-8220/23/7/3665/pdf?version=1680482366	SKIPPED	keep != yes
W2983926413	UMA	Data Mining in the Mixed Methods: Application to the Study of the Psychological Profiles of Athletes	no	https://www.frontiersin.org/articles/10.3389/fpsyg.2019.02675/pdf	SKIPPED	keep != yes
W4389490489	UMA	Prior drug allergies are associated with worse outcome in patients with idiosyncratic drug-induced liver injury: A machine learning approach for risk stratification	no	https://ars.els-cdn.com/content/image/1-s2.0-S1043661823003869-ga1_lrg.jpg	SKIPPED	keep != yes
W4409199860	UMA	Exploratory study on plasma Acylglycerol and Acylethanolamide dysregulation in substance use and attention-deficit/hyperactivity disorder: Implications for novel biomarkers in dual diagnosis	no	https://doi.org/10.1016/j.pnpbp.2025.111350	SKIPPED	keep != yes
W4387449730	UMA	On the automatic design of multi-objective particle swarm optimizers: experimentation and analysis	no	https://link.springer.com/content/pdf/10.1007/s11721-023-00227-2.pdf	SKIPPED	keep != yes
W2945847396	UMA	Inference of gene regulatory networks with multi-objective cellular genetic algorithm	no	https://idus.us.es/bitstream/11441/108739/1/Inference%20of%20gene%20regulatory%20networks.pdf	SKIPPED	keep != yes
W4312083810	UMA	ExTrA: Explaining architectural design tradeoff spaces via dimensionality reduction	no	https://doi.org/10.1016/j.jss.2022.111578	SKIPPED	keep != yes
W3158235473	UMA	Using Formal Grammars as Musical Genome	no	https://doi.org/10.3390/app11094151	SKIPPED	keep != yes
W3087457249	UMA	Financial Performance Analysis in European Football Clubs	no	https://www.mdpi.com/1099-4300/22/9/1056/pdf	SKIPPED	keep != yes
W4411421718	UMA	Adaptive Model Predictive Control for 4WD-4WS Mobile Robot: A Multivariate Gaussian Mixture Model-Ant Colony Optimization for Robust Trajectory Tracking and Obstacle Avoidance	no	https://www.mdpi.com/1424-8220/25/12/3805/pdf?version=1750239359	SKIPPED	keep != yes
W4411935258	KK	Improving the company’s communication strategy with retailers	no	https://journals.lsu.lt/laisvalaikio-tyrimai/article/download/1627/1155	SKIPPED	keep != yes
W4406536528	KK	Multiple, Single Trait GWAS and Supervised Machine Learning Reveal the Genetic Architecture of <i>Fraxinus excelsior</i> Tolerance to Ash Dieback in Europe	no	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pce.15361	SKIPPED	keep != yes
W4405160333	UT	Integrative approaches to enhance reproductive resilience of crops for climate-proof agriculture	no	https://doi.org/10.1016/j.stress.2024.100704	SKIPPED	keep != yes
W4388946655	UT	A toolbox of machine learning software to support microbiome analysis	no	https://www.frontiersin.org/articles/10.3389/fmicb.2023.1250806/pdf?isPublishedV2=False	SKIPPED	keep != yes
W4410777711	UT	Applying Facebook Prophet to forecast the passenger flow in a seaport	no	https://so04.tci-thaijo.org/index.php/MTR/article/download/277161/187998	SKIPPED	keep != yes
W4403778721	UT	NIR Spectroscopy Application for Quality Control of Wheat Grain Produced in Albania	no	https://www.researchsquare.com/article/rs-5245832/latest.pdf	SKIPPED	keep != yes
W3101243682	THWS	Advances in Machine Learning Detecting Changeover Processes in Cyber Physical Production Systems	no	https://www.mdpi.com/2504-4494/4/4/108/pdf	SKIPPED	keep != yes
W4407776750	TAMK	Comparative Analysis of Shapley Value-Based Feature Selection	no	https://www.preprints.org/frontend/manuscript/a3e53930770716b307ea9bb29d05a449/download_pub	SKIPPED	keep != yes
W7127935717	TAMK	Explainable and physics-informed machine learning for seasonal water quality prediction in the monsoon-driven Padma River Basin, Bangladesh	no		SKIPPED	keep != yes
W4409252449	TAMK	Artificial intelligence in wellbeing services counties: management and experts’ perspectives on opportunities, challenges and AI readiness	no	https://journal.fi/finjehew/article/download/155471/104354	SKIPPED	keep != yes
W4415956823	TAMK	Radial pulse rate estimation from brightness-mode ultrasound imaging	no	https://www.degruyterbrill.com/document/doi/10.1515/cdbme-2025-0173/pdf	SKIPPED	keep != yes
W7113514217	TAMK	AI-driven solutions impact on technical support engineers : Xend Finance - case study	no	http://www.theseus.fi/bitstream/10024/898937/2/Ejezie_Joyce.pdf	SKIPPED	keep != yes
W4318035722	TAMK	Unstained Tissue Imaging and Virtual Hematoxylin and Eosin Staining of Histologic Whole Slide Images	no	http://li.uscap.org/article/S0023683723000132/pdf	SKIPPED	keep != yes
W4411980724	TAMK	Machine learning-based identification of wastewater treatment plant-specific microbial indicators using 16S rRNA gene sequencing	no	https://www.nature.com/articles/s41598-025-07952-0.pdf	SKIPPED	keep != yes
W7132987251	TAMK	Predicting Spatially Resolved Gene Expression Clusters from Prostate Cancer Tissue Images with Convolutional Neural Networks	no	https://trepo.tuni.fi/bitstream/10024/155241/5/HantulaOlli.pdf	SKIPPED	keep != yes
W7133028375	TAMK	HTTP Header fields and their versatile use	no	https://trepo.tuni.fi/bitstream/10024/160612/2/KuusistoMiika.pdf	SKIPPED	keep != yes
W4400108474	THUAS	To Know What You Do Not Know: Challenges for Explainable AI for Security and Threat Intelligence	no	https://research.vu.nl/en/publications/1bd69fd6-ac69-4393-9b5e-3a6fa45fbd47	SKIPPED	keep != yes
W4409459278	USPN	Implementing ethical principles in AI: an initial discussion	yes	https://link.springer.com/content/pdf/10.1007/s43681-025-00710-y.pdf	OK	Downloaded: W4409459278.pdf
W3081510761	USPN	Transparency of Health Informatics Processes as the Condition of Healthcare Professionals’ and Patients’ Trust and Adoption: the Rise of Ethical Requirements	yes	http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0040-1702029.pdf	OK	Downloaded: W3081510761.pdf
W4403048071	USPN	Algorithmovigilance, lessons from pharmacovigilance	yes	https://www.nature.com/articles/s41746-024-01237-y.pdf	OK	Downloaded: W4403048071.pdf
W4283716294	USPN	Ethical Issues in the Utilization of Black Boxes for Artificial Intelligence in Medicine	yes	https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI220709	FAILED	HTTP 200, Content-Type: text/html; charset=utf-8
W4311282072	USPN	Inclusive Digital Health	yes	http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0042-1742540.pdf	OK	Downloaded: W4311282072.pdf
W4403219726	USPN	Do Recommender Systems Promote Local Music? A Reproducibility Study Using Music Streaming Data	yes	https://dl.acm.org/doi/pdf/10.1145/3640457.3688065	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4396788685	USPN	A geographical bias in a music streaming market	yes	https://hal.science/hal-04570806/document	OK	Downloaded: W4396788685.pdf
W4386887825	USPN	Evidence of a causal and modifiable relationship between kidney function and circulating trimethylamine N-oxide	yes	https://www.nature.com/articles/s41467-023-39824-4.pdf	OK	Downloaded: W4386887825.pdf
W4376126986	USPN	A novel one-vs-rest consensus learning method for crash severity prediction	yes	https://doi.org/10.1016/j.eswa.2023.120443	FAILED	HTTP 200, Content-Type: text/html;charset=UTF-8
W4281486759	USPN	Machine Learning in Medicine: To Explain, or Not to Explain, That Is the Question	yes	https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI220407	FAILED	HTTP 200, Content-Type: text/html; charset=utf-8
W3080524808	USPN	Clinical Research Informatics	yes	http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0040-1702007.pdf	OK	Downloaded: W3080524808.pdf
W4414494722	USPN	Factors influencing the trustworthiness of non-randomized studies of interventions: a survey of international experts	yes	https://www.medrxiv.org/content/medrxiv/early/2025/09/25/2025.09.24.25336459.full.pdf	OK	Downloaded: W4414494722.pdf
W2967002964	USPN	Artificial Intelligence in Health Informatics: Hype or Reality?	yes	http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0039-1677951.pdf	OK	Downloaded: W2967002964.pdf
W4393950419	USPN	Collaborative and privacy-enhancing workflows on a clinical data warehouse: an example developing natural language processing pipelines to detect medical conditions	yes	https://academic.oup.com/jamia/advance-article-pdf/doi/10.1093/jamia/ocae069/57159967/ocae069.pdf	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4391471942	USPN	Dynamic Spatial–Spectral Feature Optimization-Based Point Cloud Classification	yes	https://www.mdpi.com/2072-4292/16/3/575/pdf?version=1706867253	FAILED	HTTP 403, Content-Type: text/html
W4412980675	USPN	Artificial intelligence and infectious diseases: Scope and perspectives	yes	https://doi.org/10.1016/j.idnow.2025.105131	FAILED	HTTP 200, Content-Type: text/html;charset=UTF-8
W4407218627	USPN	PLATFORMIZATION INTERMEDIARIES: OPTIMIZING NEWS FOR PLATFORMS IN INDIA	yes	https://spir.aoir.org/ojs/index.php/spir/article/download/13894/11870	OK	Downloaded: W4407218627.pdf
W2889142411	USPN	As Ontologies Reach Maturity, Artificial Intelligence Starts Being Fully Efficient: Findings from the Section on Knowledge Representation and Management for the Yearbook 2018	yes	http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0038-1667078.pdf	OK	Downloaded: W2889142411.pdf
W4283790509	USPN	Clustering Approach to Solve Hierarchical Classification Problem Complexity	yes	https://ojs.aaai.org/index.php/AAAI/article/download/20760/20519	OK	Downloaded: W4283790509.pdf
W4413982344	USPN	Efficient Client Selection for Asynchronous Federated Learning for Adaptive Bitrate Streaming	yes	https://dl.acm.org/doi/pdf/10.1145/3765759	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4416930780	USPN	Uncovering Key Service Improvement Areas in Digital Finance: A Topic Modeling Approach Using LDA on User Reviews	yes	https://jdmdc.com/index.php/JDMDC/article/download/47/36	OK	Downloaded: W4416930780.pdf
W4200187044	USPN	Proof of concept and development of a couple-based machine learning model to stratify infertile patients with idiopathic infertility	yes	https://www.nature.com/articles/s41598-021-03165-3.pdf	OK	Downloaded: W4200187044.pdf
W3118842101	USPN	Hyperscanning EEG and Classification Based on Riemannian Geometry for Festive and Violent Mental State Discrimination	yes	https://www.frontiersin.org/articles/10.3389/fnins.2020.588357/pdf	OK	Downloaded: W3118842101.pdf
W4414915530	USPN	Reference-free RNA profiling predicts triple negative breast cancer chemoresistance to neoadjuvant treatment	yes	https://doi.org/10.1093/narcan/zcaf036	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W3211238343	USPN	Human Activity Recognition: A Dynamic Inductive Bias Selection Perspective	yes	https://www.mdpi.com/1424-8220/21/21/7278/pdf?version=1636092895	FAILED	HTTP 403, Content-Type: text/html
W4225264497	USPN	Multimodal Evaluation Method for Sound Event Detection	yes		NO_URL	No PDF URL available in CSV or OpenAlex metadata
W4410447130	USPN	Practical Approach for Evaluating Machine Learning Anomaly Detection Algorithms for Epidemic Early Warning Systems	yes	https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI250581	FAILED	HTTP 200, Content-Type: text/html; charset=utf-8
