openalex_id	university	title	keep	pdf_url	status	detail
W4385481089	USPN	The bacterial genetic determinants of Escherichia coli capacity to cause bloodstream infections in humans	yes	https://doi.org/10.1371/journal.pgen.1010842	FAILED	HTTP 200, Content-Type: text/html;charset=UTF-8
W4200187044	USPN	Proof of concept and development of a couple-based machine learning model to stratify infertile patients with idiopathic infertility	yes	https://www.nature.com/articles/s41598-021-03165-3.pdf	OK	Downloaded: W4200187044.pdf
W3118842101	USPN	Hyperscanning EEG and Classification Based on Riemannian Geometry for Festive and Violent Mental State Discrimination	yes	https://www.frontiersin.org/articles/10.3389/fnins.2020.588357/pdf	OK	Downloaded: W3118842101.pdf
W4396732239	USPN	Identifying Meat from Grazing or Feedlot Yaks Using Visible and Near-infrared Spectroscopy with Chemometrics	yes	https://doi.org/10.1016/j.jfp.2024.100295	FAILED	HTTP 200, Content-Type: text/html;charset=UTF-8
W2991579759	USPN	Semantic Interpretation of the map with Diabetes-Related Websites	yes	https://www.sciencedirect.com/science/article/am/pii/S1877050919317831	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4313507626	USPN	The bacterial genetic determinants of <i>Escherichia coli</i> capacity to cause bloodstream infections in humans	yes	https://www.biorxiv.org/content/biorxiv/early/2023/01/02/2022.12.31.522367.full.pdf	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4414915530	USPN	Reference-free RNA profiling predicts triple negative breast cancer chemoresistance to neoadjuvant treatment	yes	https://doi.org/10.1093/narcan/zcaf036	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4410447130	USPN	Practical Approach for Evaluating Machine Learning Anomaly Detection Algorithms for Epidemic Early Warning Systems	yes	https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI250581	FAILED	HTTP 200, Content-Type: text/html; charset=utf-8
W4407071893	USPN	Optimising covariate allocation at design stage using Fisher Information Matrix for Non-Linear Mixed Effects Models in pharmacometrics	yes	https://www.medrxiv.org/content/medrxiv/early/2025/09/24/2025.01.31.25321452.full.pdf	OK	Downloaded: W4407071893.pdf
W4251645287	USPN	Best Paper Selection	yes	http://www.thieme-connect.de/products/ejournals/pdf/10.15265/IY-2017-031.pdf	OK	Downloaded: W4251645287.pdf
W4404289464	USPN	Assessing Aircraft Engine Wear through Simulation Techniques	yes	http://www.papers.phmsociety.org/index.php/phmconf/article/download/3924/phmc_24_3924	OK	Downloaded: W4404289464.pdf
W3038868995	USPN	Comparison of Machine Learning Algorithms for Classifying Adverse-Event Related 30-Day Hospital Readmissions: Potential Implications for Patient Safety	yes	https://doi.org/10.3233/shti200491	FAILED	HTTP 200, Content-Type: text/html; charset=utf-8
W4366961127	USPN	Users’ Reactions to Announced Vaccines Against COVID-19 Before Marketing in France: Analysis of Twitter Posts (Preprint)	yes		NO_URL	No PDF URL available in CSV or OpenAlex metadata
W4387839022	USPN	Deep Learning Approaches for Dynamic Mechanical Analysis of Viscoelastic Fiber Composites	yes	https://arxiv.org/pdf/2310.15188	OK	Downloaded: W4387839022.pdf
W2784138308	USPN	Transbronchial Cryobiopsies for the Diagnosis of Diffuse Parenchymal Lung Diseases: Expert Statement from the Cryobiopsy Working Group on Safety and Utility and a Call for Standardization of the Procedure	yes	https://pure.amsterdamumc.nl/files/174590363/Transbronchial-cryobiopsies-for-the-diagnosis-of-diffuse-parenchymal-lung-diseases-expert-statement-from-the-cryobiopsy.pdf	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W3169440182	USPN	A tractable non-adaptative group testing method for non-binary measurements	yes	https://www.esaim-ps.org/articles/ps/pdf/2022/01/ps210062.pdf	OK	Downloaded: W3169440182.pdf
W7124677593	USPN	Editorial: Surgical approaches and outcomes in cervical and thoracic myelopathies	yes	https://public-pages-files-2025.frontiersin.org/journals/surgery/articles/10.3389/fsurg.2025.1775565/pdf	OK	Downloaded: W7124677593.pdf
W4297375933	USPN	Solving moral dilemmas with AI: how it helps us address the social implications of the Covid-19 crisis and enhance human responsibility to tackle meta-dilemmas	yes	https://www.tandfonline.com/doi/pdf/10.1080/17579961.2022.2113669?needAccess=true	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W3003161132	UDCLV	Artificial intelligence: Who is responsible for the diagnosis?	yes	https://link.springer.com/content/pdf/10.1007/s11547-020-01135-9.pdf	OK	Downloaded: W3003161132.pdf
W2967937185	UDCLV	Towards Precision Medicine in Psychosis: Benefits and Challenges of Multimodal Multicenter Studies—PSYSCAN: Translating Neuroimaging Findings From Research into Clinical Practice	yes	https://kclpure.kcl.ac.uk/portal/en/publications/9f51ff49-a53f-4744-9aab-33f7d154128e	FAILED	HTTP 200, Content-Type: text/html;charset=UTF-8
W3098089449	UDCLV	Combining Big Data and Artificial Intelligence for Managing Collective Knowledge in Unpredictable Environment—Insights from the Chinese Case in Facing COVID-19	yes	https://link.springer.com/content/pdf/10.1007/s13132-020-00703-8.pdf	OK	Downloaded: W3098089449.pdf
W3108717193	UDCLV	Assessing the Long-Term Role of Vaccination against HPV after Loop Electrosurgical Excision Procedure (LEEP): A Propensity-Score Matched Comparison	yes	https://www.mdpi.com/2076-393X/8/4/717/pdf?version=1607060073	FAILED	HTTP 403, Content-Type: text/html
W4393851454	UDCLV	ChatGPT vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis	yes	https://link.springer.com/content/pdf/10.1007/s00415-024-12328-x.pdf	OK	Downloaded: W4393851454.pdf
W4315482653	UDCLV	Coronavirus covid-19 detection by means of explainable deep learning	yes	https://www.nature.com/articles/s41598-023-27697-y.pdf	OK	Downloaded: W4315482653.pdf
W4386329022	UDCLV	Artificial intelligence ethics in precision oncology: balancing advancements in technology with patient privacy and autonomy	yes	https://www.explorationpub.com/uploads/Article/A1002160/1002160.pdf	OK	Downloaded: W4386329022.pdf
W4392772216	UDCLV	Advanced systems and technologies for the enhancement of user experience in cultural spaces: an overview	yes	https://heritagesciencejournal.springeropen.com/counter/pdf/10.1186/s40494-024-01186-5	FAILED	"HTTP 200, Content-Type: text/html; charset=""UTF-8"""
W4409540874	UDCLV	Radiology AI and sustainability paradox: environmental, economic, and social dimensions	yes	https://insightsimaging.springeropen.com/counter/pdf/10.1186/s13244-025-01962-2	OK	Downloaded: W4409540874.pdf
W4404584922	UDCLV	Clinical, Research, and Educational Applications of ChatGPT in Dentistry: A Narrative Review	yes	https://www.mdpi.com/2076-3417/14/23/10802/pdf?version=1732202214	FAILED	HTTP 403, Content-Type: text/html
W4220973767	UDCLV	Fluid Biomarkers in Alzheimer’s Disease and Other Neurodegenerative Disorders: Toward Integrative Diagnostic Frameworks and Tailored Treatments	yes	https://www.mdpi.com/2075-4418/12/4/796/pdf?version=1648112962	FAILED	HTTP 403, Content-Type: text/html
W4386929116	UDCLV	sEMG Spectral Analysis and Machine Learning Algorithms Are Able to Discriminate Biomechanical Risk Classes Associated with Manual Material Liftings	yes	https://www.mdpi.com/2306-5354/10/9/1103/pdf?version=1695268136	FAILED	HTTP 403, Content-Type: text/html
W4320917112	UDCLV	Fan Fault Diagnosis Using Acoustic Emission and Deep Learning Methods	yes	https://www.mdpi.com/2227-9709/10/1/24/pdf?version=1677138381	FAILED	HTTP 403, Content-Type: text/html
W4392595776	UDCLV	Capability of Machine Learning Algorithms to Classify Safe and Unsafe Postures during Weight Lifting Tasks Using Inertial Sensors	yes	https://www.mdpi.com/2075-4418/14/6/576/pdf?version=1709885896	FAILED	HTTP 403, Content-Type: text/html
W1941819235	UDCLV	Automatic classifier based on heart rate variability to identify fallers among hypertensive subjects	yes	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/htl.2015.0012	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4387931474	UDCLV	Artificial intelligence applied in acute ischemic stroke: from child to elderly	yes	https://link.springer.com/content/pdf/10.1007/s11547-023-01735-1.pdf	OK	Downloaded: W4387931474.pdf
W4220694335	UDCLV	Transition towards the artificial intelligence via re-engineering of digital platforms: comparing European Member States	yes	https://jssidoi.org/jesi/article/download/953	OK	Downloaded: W4220694335.pdf
W4378190329	UDCLV	Artificial intelligence, big data and heart transplantation: Actualities	yes	https://www.sciencedirect.com/science/article/pii/S1386505623001284	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4392923777	UDCLV	Artificial intelligence for optimizing benefits and minimizing risks of pharmacological therapies: challenges and opportunities	yes	https://www.frontiersin.org/articles/10.3389/fdsfr.2024.1356405/pdf?isPublishedV2=False	OK	Downloaded: W4392923777.pdf
W4386161265	UDCLV	Future Directions in the Assessment of Axillary Lymph Nodes in Patients with Breast Cancer	yes	https://www.mdpi.com/1648-9144/59/9/1544/pdf?version=1692965554	FAILED	HTTP 403, Content-Type: text/html
W4403968920	UDCLV	Unveiling Artificial Intelligence’s Power: Precision, Personalization, and Progress in Rheumatology	yes	https://www.mdpi.com/2077-0383/13/21/6559/pdf?version=1730370523	FAILED	HTTP 403, Content-Type: text/html
W4404926118	UDCLV	eXplainable Artificial Intelligence in Process Engineering: Promises, Facts, and Current Limitations	yes	https://www.mdpi.com/2571-5577/7/6/121/pdf?version=1732971475	FAILED	HTTP 403, Content-Type: text/html
W4404756410	UDCLV	Decoding Schizophrenia: How AI-Enhanced fMRI Unlocks New Pathways for Precision Psychiatry	yes	https://www.mdpi.com/2076-3425/14/12/1196/pdf?version=1732785455	FAILED	HTTP 403, Content-Type: text/html
W4400687382	UDCLV	At-admission prediction of mortality and pulmonary embolism in an international cohort of hospitalised patients with COVID-19 using statistical and machine learning methods	yes	https://www.nature.com/articles/s41598-024-63212-7.pdf	OK	Downloaded: W4400687382.pdf
W4405833917	UDCLV	A stratified treatment algorithm in psychiatry: a program on stratified pharmacogenomics in severe mental illness (Psych-STRATA): concept, objectives and methodologies of a multidisciplinary project funded by Horizon Europe	yes	https://link.springer.com/content/pdf/10.1007/s00406-024-01944-3.pdf	OK	Downloaded: W4405833917.pdf
W4200126518	UDCLV	Pharmacological, Technological, and Digital Innovative Aspects in Rhinology	yes	https://www.frontiersin.org/articles/10.3389/falgy.2021.732909/pdf	OK	Downloaded: W4200126518.pdf
W4405602662	UDCLV	Bridging the gap in AI integration: enhancing clinician education and establishing pharmaceutical-level regulation for ethical healthcare	yes	https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2024.1514741/pdf	OK	Downloaded: W4405602662.pdf
W4313409498	UDCLV	Explainabilty Comparison between Random Forests and Neural Networks—Case Study of Amino Acid Volume Prediction	yes	https://www.mdpi.com/2078-2489/14/1/21/pdf?version=1672306032	FAILED	HTTP 403, Content-Type: text/html
W3136510087	UDCLV	Smart cities and robotic technologies for a model of integrated growth	yes	https://revistas.uma.es/index.php/eviterna/article/download/11459/12666	OK	Downloaded: W3136510087.pdf
W4399233508	UDCLV	Update on artificial intelligence against COVID-19: what we can learn for the next pandemic—a narrative review	yes	https://doi.org/10.21037/jphe-23-139	FAILED	HTTP 200, Content-Type: text/html; charset=utf-8
W4410721481	UDCLV	SemFedXAI: A Semantic Framework for Explainable Federated Learning in Healthcare	yes	https://www.mdpi.com/2078-2489/16/6/435/pdf?version=1748156324	FAILED	HTTP 403, Content-Type: text/html
W4413005430	UDCLV	Exploring the Epidemiologic Burden, Pathogenetic Features, and Clinical Outcomes of Primary Liver Cancer in Patients with Type 2 Diabetes Mellitus (T2DM) and Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD): A Scoping Review	yes	https://www.mdpi.com/2673-4540/6/8/79/pdf?version=1754288640	FAILED	HTTP 403, Content-Type: text/html
W4405804232	UDCLV	Postural Sway Parameters are Useful to Discriminate Biomechanical Risk Classes Associated with Load Lifting	yes		NO_URL	No PDF URL available in CSV or OpenAlex metadata
W4412121010	UDCLV	<scp>AI</scp> Revolution in Radiology, Radiation Oncology and Nuclear Medicine: Transforming and Innovating the Radiological Sciences	yes	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1754-9485.13880	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4413112246	UDCLV	Results of the Ninth Scientific Workshop of the European Crohn’s and Colitis Organisation (ECCO): Artificial intelligence in IBD surgery: opportunities and limitations	yes	https://academic.oup.com/ecco-jcc/advance-article-pdf/doi/10.1093/ecco-jcc/jjaf135/64025559/jjaf135.pdf	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4414345257	UDCLV	Validity of a Novel Algorithm to Compute Spatiotemporal Parameters Based on a Single IMU Placed on the Lumbar Region	yes	https://www.mdpi.com/1424-8220/25/18/5822/pdf?version=1758192231	FAILED	HTTP 403, Content-Type: text/html
W3044462144	UDCLV	Analysis of a New Work-Related Stress Assessment Tool	yes	https://openneurologyjournal.com/VOLUME/14/PAGE/32/PDF/	OK	Downloaded: W3044462144.pdf
W4392597761	UDCLV	Study Design and Research Protocol for diagnostic or prognostic studies in the Age of Artificial Intelligence: A Biostatistician’s Perspective	yes	https://riviste.unimi.it/index.php/ebph/article/download/22227/20201	OK	Downloaded: W4392597761.pdf
W4401722792	UDCLV	Artificial Intelligence in Breast Cancer Diagnosis: “Synergy-Net” in Campania FESR-POR (European Fund of Regional Development—Regional Operative Program) Research Project	yes	https://link.springer.com/content/pdf/10.1007/978-981-97-4581-4_22.pdf	OK	Downloaded: W4401722792.pdf
W4405689247	UDCLV	EXAMINING THE IMPACT OF ARTIFICIAL INTELLIGENCE IN DENTISTRY: A COMPREHENSIVE SYSTEMATIC REVIEW	yes	https://doi.org/10.58240/1829006x-2025.1-132	OK	Downloaded: W4405689247.pdf
W4415599004	UDCLV	The Dark Side of Remote Work: A Critical Review and a Call to Action to Address Remote Work Inequalities	yes	http://www.inform.nu/Articles/Vol28/InfoSciV28Art030Toscano12142.pdf	OK	Downloaded: W4415599004.pdf
W4416074225	UDCLV	Machine Learning Pipeline for Early Diabetes Detection: A Comparative Study with Explainable AI	yes	https://www.mdpi.com/1999-5903/17/11/513/pdf	FAILED	HTTP 403, Content-Type: text/html
W4416297556	UDCLV	Machine learning-based prediction model for omental metastasis in right-sided colon cancer patients: a retrospective multicenter study	yes	https://link.springer.com/content/pdf/10.1007/s00384-025-05031-4.pdf	OK	Downloaded: W4416297556.pdf
W7116930675	UDCLV	Artificial Intelligence and Machine Learning in the Diagnosis and Management of Osteoporosis: A Comprehensive Review	yes	https://www.mdpi.com/1648-9144/62/1/27/pdf	FAILED	HTTP 403, Content-Type: text/html
W7128302952	UDCLV	Making Artificial Intelligence Work at Work: The Role of Human Resource Practices and Personal Attitudes in Fostering Meaningful Work with Artificial Intelligence	yes	https://www.mdpi.com/2076-328X/16/2/238/pdf?version=1770538375	FAILED	HTTP 403, Content-Type: text/html
W7134238875	UDCLV	MUSEUMS FOR ALL: PERSPECTIVES OF SPECIAL PEDAGOGY FOR INCLUSION	yes	https://doaj.org/article/33f58463706f49a2ba94c28acee0091a	FAILED	HTTP 200, Content-Type: text/html; charset=utf-8
W3126548041	UDCLV	Neural Networks for Driver Behavior Analysis	yes	https://www.mdpi.com/2079-9292/10/3/342/pdf?version=1612354191	FAILED	HTTP 403, Content-Type: text/html
W4376274010	UDCLV	Clothoid-Based Path Planning for a Formation of Fixed-Wing UAVs	yes	https://www.mdpi.com/2079-9292/12/10/2204/pdf?version=1683881703	FAILED	HTTP 403, Content-Type: text/html
W4412015577	UDCLV	AI in scientific writing and publishing: A call for critical engagement	yes	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/773EA05BF34AC4B42AC25D4B9F0DC6C1/S0924933825100618a.pdf/div-class-title-ai-in-scientific-writing-and-publishing-a-call-for-critical-engagement-div.pdf	OK	Downloaded: W4412015577.pdf
W4414773191	UDCLV	A deep one-class classifier for network anomaly detection using autoencoders and one-class support vector machines	yes	https://www.frontiersin.org/journals/computer-science/articles/10.3389/fcomp.2025.1646679/pdf	OK	Downloaded: W4414773191.pdf
W4406796931	UDCLV	Intangible Capital: Digital Colors in Romanesque Cloisters	yes	https://www.mdpi.com/2571-9408/8/2/43/pdf?version=1737730544	FAILED	HTTP 403, Content-Type: text/html
W4412674231	UDCLV	Holotomography-driven learning for in-silico staining of single cells in flow cytometry avoiding co-registration	yes	https://www.biorxiv.org/content/biorxiv/early/2025/07/26/2025.07.22.666145.full.pdf	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W7132822830	UDCLV	Impact of Image Representation on Deep Learning-Based Single-Cell Classification by Holographic Imaging Flow Cytometry	yes	https://www.biorxiv.org/content/biorxiv/early/2026/02/28/2026.02.26.708207.full.pdf	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4317718004	UDCLV	Real-world data to build explainable trustworthy artificial intelligence models for prediction of immunotherapy efficacy in NSCLC patients	yes	https://www.frontiersin.org/articles/10.3389/fonc.2022.1078822/pdf	OK	Downloaded: W4317718004.pdf
W4398165020	UDCLV	Accelerating editorial processes in scientific journals: Leveraging AI for rapid manuscript review	yes	https://doi.org/10.1016/j.oor.2024.100511	FAILED	HTTP 200, Content-Type: text/html;charset=UTF-8
W3089762005	UDCLV	Enhanced Privacy and Data Protection using Natural Language Processing and Artificial Intelligence	yes		NO_URL	No PDF URL available in CSV or OpenAlex metadata
W4312292967	UDCLV	Challenges and Trends in Federated Learning for Well-being and Healthcare	yes	https://doi.org/10.1016/j.procs.2022.09.170	FAILED	HTTP 200, Content-Type: text/html;charset=UTF-8
W4307388287	UDCLV	Explaining neural activity in human listeners with deep learning via natural language processing of narrative text	yes	https://www.nature.com/articles/s41598-022-21782-4.pdf	OK	Downloaded: W4307388287.pdf
W4221036866	UDCLV	Sensitivity of Machine Learning Approaches to Fake and Untrusted Data in Healthcare Domain	yes	https://www.mdpi.com/2224-2708/11/2/21/pdf?version=1648632310	FAILED	HTTP 403, Content-Type: text/html
W4410167036	UDCLV	Expert consensus document on artificial intelligence of the Italian Society of Cardiology	yes		NO_URL	No PDF URL available in CSV or OpenAlex metadata
W4206363158	UDCLV	Report from ‘ESCP 2021 Virtual’: the 16th Scientific and Annual Conference of the European Society of Coloproctology, 22–24 September 2021	yes	https://doi.org/10.1111/codi.16061	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W3199212017	UDCLV	Evaluating Efficiency and Effectiveness of Federated Learning Approaches in Knowledge Extraction Tasks	yes		NO_URL	No PDF URL available in CSV or OpenAlex metadata
W3217122270	UDCLV	Multidisciplinary In-Depth Investigation in a Young Athlete Suffering from Syncope Caused by Myocardial Bridge	yes	https://www.mdpi.com/2075-4418/11/11/2144/pdf?version=1637314752	FAILED	HTTP 403, Content-Type: text/html
W3180630865	UDCLV	Machine Learning-Based Tools for Wind Turbine Acoustic Monitoring	yes	https://www.mdpi.com/2076-3417/11/14/6488/pdf?version=1626309088	FAILED	HTTP 403, Content-Type: text/html
W4388572429	UDCLV	Discriminative Power of Handwriting and Drawing Features in Depression	yes	https://doi.org/10.1142/s0129065723500697	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4407179841	UDCLV	StackAHTPs: An explainable antihypertensive peptides identifier based on heterogeneous features and stacked learning approach	yes	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/syb2.70002	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
W4409006028	UDCLV	Predictors of Acute Myocardial Infarction: A Machine Learning Analysis After a 7-Year Follow-Up	yes	https://www.mdpi.com/2039-7283/15/4/72/pdf?version=1743389063	FAILED	HTTP 403, Content-Type: text/html
W4390699853	UDCLV	Disentangling neurodegeneration from ageing in multiple sclerosis: the brain-predicted disease duration gap	yes	https://www.medrxiv.org/content/medrxiv/early/2024/01/03/2024.01.02.23300497.full.pdf	OK	Downloaded: W4390699853.pdf
W4410614211	UDCLV	Optimization and image quality in CT studies: application of DRLs based on clinical indication	yes	https://link.springer.com/content/pdf/10.1007/s42452-025-07125-8.pdf	OK	Downloaded: W4410614211.pdf
W4200266754	UDCLV	596<i> </i>Multidisciplinary in-depth investigation in a young athlete suffering from syncope caused by myocardial bridge	yes	https://academic.oup.com/eurheartjsupp/article-pdf/23/Supplement_G/suab144/41683386/suab144.pdf	FAILED	HTTP 403, Content-Type: text/html; charset=UTF-8
