keep,university,openalex_id,doi,title,authors,affiliations,publication_year,cited_by_count,is_open_access,pdf_url,source,language,abstract
yes,UMA,W4389624963,https://doi.org/10.2478/ausi-2023-0022,Precognition of mental health and neurogenerative disorders using AI-parsed text and sentiment analysis,Attila Biró; Antonio Cuesta‐Vargas; László Szilágyi,Sapientia Hungarian University of Transylvania; Universidad de Málaga; Instituto de Investigación Biomédica de Málaga; Obuda University,2023,17,True,https://sciendo.com/pdf/10.2478/ausi-2023-0022,Acta Universitatis Sapientiae Informatica,en,"Abstract The paper examines the potential of artificial intelligence (AI) in parsing text and conducting sentiment analysis to identify early markers of mental health and neurodegenerative disorders. Through the analysis of textual data, we investigate whether AI can provide a noninvasive, continuous, and objective complement to traditional diagnostic practices. Background : the early detection of mental health (such as depression, anxiety, psychotic disorders, Alzheimer’s disease and dementia) and neurodegenerative disorders (like Parkinson’s disease) remains a critical challenge in clinical practice. Traditional diagnostic methods rely on clinical evaluations that may be subjective and episodic. Recent advancements in AI and natural language processing (NLP) have opened new avenues for precognitive health assessments, suggesting that variations in language and expressed sentiments in written text can serve as potential biomarkers for these conditions. Materials and Methods : the research used a dataset comprising various forms of textual data, including anonymized social media interactions, transcripts from patient interviews, and electronic health records. NLP algorithms were deployed to parse the text, and machine learning models were trained to identify language patterns and sentiment changes. The study also incorporated a sentiment analysis to gauge emotional expression, a key component of mental health diagnostics. Results : the AI models were able to identify language use patterns and sentiment shifts that correlated with clinically validated instances of mental health symptoms and neurodegenerative conditions. Notably, the models detected an increased use of negative a ect words, a higher frequency of first-person singular pronouns, and a decrease in future tense in individuals with depression. For neurode-generative conditions, there was a notable decline in language complexity and semantic coherence over time. Conclusions : the implemented pipeline of AI-parsed text and sentiment analysis appears to be a promising tool for the early detection and ongoing monitoring of mental health and neurodegenerative disorders. However, these methods are supplementary and cannot replace the nuanced clinical evaluation process. Future research must refine the AI algorithms to account for linguistic diversity and context, while also addressing ethical considerations regarding data use and privacy. The integration of AI tools in clinical settings necessitates a multidisciplinary approach, ensuring that technological advancements align with patient-centered care and ethical standards."
yes,UMA,W4412455680,https://doi.org/10.1093/eurheartj/ehaf474,Artificial intelligence in cardiovascular pharmacotherapy: applications and perspectives,Francesco Costa; Juan José Gómez‐Doblas; Arancha Díaz Expósito; Marianna Adamo; Fabrizio D’Ascenzo; Łukasz Kołtowski; Luca Saba; Guiomar Mendieta; Felice Gragnano; Paolo Calabrò; Lina Badimón; Borja Ibáñez; R. Mehran; Dominick J Angiolillo; Thomas F. Lüscher; Davide Capodanno,"University of Zurich; Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia; University of Brescia; Mount Sinai Hospital; Cardiovascular Institute of the South; University of Messina; Spanish National Centre for Cardiovascular Research; Policlinico Universitario di Catania; University of Catania; Center for Research in Agricultural Genomics; Medical University of Warsaw; Centro de Investigación Biomédica en Red; Azienda Ospedaliera Citta' della Salute e della Scienza di Torino; Centro de Investigación en Red en Enfermedades Cardiovasculares; Surgical Specialties (Canada); University of Cagliari; Florida College; Harefield Hospital; Ospedale Sant'Anna; Universidad de Málaga; University of Florida; Hospital Universitario Fundación Jiménez Díaz; Instituto de Salud Carlos III; Instituto de Investigación Biomédica de Málaga; Universidad Autónoma de Madrid; University of Campania ""Luigi Vanvitelli""; Hospital de Sant Pau",2025,10,True,https://academic.oup.com/eurheartj/advance-article-pdf/doi/10.1093/eurheartj/ehaf474/63765118/ehaf474.pdf,European Heart Journal,en,"Recent advances in artificial intelligence (AI) have shown great potential in improving cardiovascular pharmacotherapy by optimizing drug selection, predicting therapeutic efficacy and adverse effects, ultimately improving patient outcomes. Leveraging techniques like machine learning and in silico modelling, AI can identify populations likely to benefit from specific treatments, expedite novel drug discovery and reduce costs. Computational methods can also facilitate the detection of drug interactions and tailor interventions based on real-world data, supporting personalized care. Artificial intelligence-based approaches also show promise in streamlining clinical trial design and execution, leveraging on real-time data on patient responsiveness, enhancing recruitment efficiency. However, in order to fully realize these benefits, robust validation across diverse patient populations is necessary to ensure accuracy and generalizability. In addition, addressing concerns regarding data quality, privacy, and bias is equally critical to avoid exacerbating existing healthcare disparities. Scientific societies and regulatory agencies must ultimately establish standardized frameworks for data management, model certification, and transparency, to enable safe and effective integration of AI into clinical practice. This manuscript aims at systematically reviewing the current state-of-the-art applications of AI in cardiovascular pharmacotherapy, describing their current potential in guiding treatment decisions, refine trial methodologies and support drug discovery."
yes,UMA,W4406906895,https://doi.org/10.21272/mmi.2024.4-04,AI in Marketing Management: Executive Perspectives from Companies,Luis-Alfonso Maldonado-Canca; Juan-Pedro Cabrera-Sánchez; Eva María González Robles; Ana María Casado Molina,Universidad de Málaga,2024,4,True,https://mmi.sumdu.edu.ua/wp-content/uploads/2025/01/04_A829-2024_Maldonado-Canca-et-al.pdf,Marketing and Management of Innovations,en,"The integration of artificial intelligence (AI) in marketing and business communication is transforming corporate strategies, offering significant opportunities while presenting notable challenges. This study examines the factors influencing AI adoption by companies, focusing on the perspectives of CEOs. Using a survey of 409 senior executives from Spanish firms, this research develops an advanced framework based on the unified theory of acceptance and use of technology (UTAUT), enriched with additional constructs.The findings reveal that effort expectancy and facilitating conditions are critical drivers of AI adoption. AI aversion, reflecting concerns about distrust, complexity, and ethical risks, emerges as a significant barrier, particularly for CEOs of smaller firms, where its impact is notably stronger. Relative advantage and perceived value also influence adoption intentions, albeit to a lesser degree, indicating the perceived benefits and tangible outcomes of AI in improving processes such as segmentation, automation, and predictive analytics. Key differences arise between companies of varying revenue sizes: smaller firms exhibit greater aversion to AI, whereas larger organisations focus on maximizing their strategic benefits to drive innovation. These insights highlight the importance of tailored approaches, such as financial incentives, pilot programs, and targeted training, to reduce aversion and encourage adoption across diverse organizational contexts. This study contributes to the academic discourse by extending the UTAUT framework to address emerging challenges in AI adoption. Practically, it provides actionable strategies for business leaders to address human-centric and technological barriers, fostering a more efficient and data-driven marketing process. By offering a comprehensive understanding of the enablers and barriers to AI adoption, this research equips companies to harness AI’s full potential, enhancing their competitive advantage in an increasingly digital landscape."
yes,UMA,W4406204824,https://doi.org/10.4018/jgim.366653,AI in Companies' Production Processes,Luis-Alfonso Maldonado-Canca; Juan-Pedro Cabrera-Sánchez; Ana María Casado Molina; Guillermo Bermúdez‐González,Universidad de Málaga,2025,3,True,https://www.igi-global.com/ViewTitle.aspx?TitleId=366653&isxn=9798369324523,Journal of Global Information Management,en,"The accelerated integration of Artificial Intelligence (AI) in comprehensive organizational management has marked a significant milestone in enhancing efficiency and productivity across all sectors. However, the effective adoption of this emerging technology faces significant challenges, such as ethical dilemmas, organizational barriers, and a notable deficit in relevant technological skills. This study embarks on a detailed analysis of the crucial determinants influencing the adoption of AI by companies, enhancing the UTAUT model with four new variables: Response Costs, Trust in AI, AI Anxiety, and Environmental Sustainability. Through surveys directed at over 400 CEOs of companies, this work reveals that facilitating conditions, performance expectancy, response costs, trust in AI, and AI anxiety determine the adoption of this new technology in their companies. These findings contribute to identifying which factors, from a managerial perspective, should be considered as more than sufficient reasons for AI to be implemented in their production processes."
yes,UMA,W4412415050,https://doi.org/10.69821/remuvac.v2i1.214,AI-Driven HR Analytics: Transforming Talent Management and Employee Engagement,Fredrick Kayusi; Petros Chavula; Michael Keari Omwenga; Linety Juma; Bismark Agura Kayus; Rubén González Vallejo; Rashmi Mishra,Universidad de Málaga; Pwani University; Maasai Mara University; University of Technology and Applied Sciences - Al Mussanah; Kisii University,2025,3,True,https://remuvac.com/index.php/home/article/download/214/171,Revista Multidisciplinaria Voces de América y el Caribe,en,"The research study explored the role of Artificial Intelligence in HR Analytics and its impact on talent acquisition, employee engagement, performance management, and learning and development. We have used the mixed-methods research approach by studying the extensive literature review and a quantitative survey of 146 HR professionals to examine how AI-driven tools are reshaping the Human Resource management dimension and its functions. Key findings highlight that AI has significantly reduced time-to-hire by 51.1%, improved appraisal accuracy by 50.8%, increased employee satisfaction by 51.3%, and enhanced training relevance by 26.1%. AI applications such as resume screening, sentiment analysis, predictive analytics, and adaptive learning systems have resulted in more data-driven, efficient, and personalized HR practices. Apart from the benefits, several challenges and issues are raised, such as ethical concerns, data privacy, and organizational resistance to AI adoption. Our research recommends integrating transparency, fairness, and ethical frameworks in AI-driven HR practices and improving the HR analytics so that HR professionals can leverage AI technologies responsibly, enhancing both workforce experience and organizational effectiveness. Future research is suggested to explore AI's role in diversity, hybrid work management, and the long-term cultural impact of AI adoption in Human Resource Management functions."
yes,UMA,W4409034698,https://doi.org/10.15581/003.38.1.019,A fact-checking tool based on Artificial Intelligence to fight disinformation on Telegram,Javier Cantón-Correa; Lucía Ballesteros-Aguayo; Andrés Montoro-Montarroso,Universidad de Málaga; Universidad Internacional De La Rioja; University of Castilla-La Mancha,2025,0,True,https://revistas.unav.edu/index.php/communication-and-society/article/download/50554/41912,Communication & Society,en,"This article develops an automatic detection model based on natural learning by designing a useful tool for disinformation monitoring in Telegram that avoids the algorithmic bias of artificial intelligence. It is of relevance the monitoring of online platforms and messaging applications such as WhatsApp and Telegram because they have become tools for circumventing traditional verification controls, and, therefore, for conveying disinformation content. The goal of this work is to contribute with early warning mechanisms that allow early combatting of disinformation (prebunking), especially in media ecosystems prone to the dissemination of false content such as pre-election periods, wars or energy crises. The methodology used applies a systematic and structured approach that allows the design and development of the tool, as well as its subsequent evaluation and optimisation. The main result is the creation of an Artificial Intelligence model capable of detecting disinformation in Telegram, and which also allows the integration of these solutions in the information verification workflow through a friendly and easy-to-use interface, thus contributing to the field of fact-checking. The findings reveal lines of future research, including the adaptation of the tool for other platforms and the integration of new features."
yes,UMA,W4414599221,https://doi.org/10.56294/mw2025722,Perceptions about the use of Artificial Intelligence in external internships in higher education,Horacio Gómez Rodríguez; Pablo Huerta Gaytán; Violeta Cebrián-Robles; Ana-Belén Pérez-Torregrosa,Universidad de Jaén; Universidad de Málaga; Universidad de Guadalajara,2025,0,True,https://mw.ageditor.ar/index.php/mw/article/download/722/1114,Seminars in Medical Writing and Education,en,"Generative artificial intelligence (GAI) is generating significant interest in higher education due to its ability to personalize learning and automate academic and administrative tasks. It also fosters new forms of interaction between faculty and students. Given the limited literature on its application in practicum supervision and mentoring, this study aims to analyze university professors' perceptions of the use of GAI in this educational context. An exploratory and descriptive study with mixed-methods design was conducted with the participation of thirty-one professors and researchers from fifteen universities in seven countries. Within the framework of the RedTICPraxis, four specialists were invited to share their knowledge and experiences through video presentations, which subsequently generated an international debate. The discussions were analyzed using the Coannotation tool, yielding 132 annotations classified using a structured social tagging system based on SWOT categories (strengths, weaknesses, opportunities, and threats) and the additional ""uses"" tag. The findings highlighted strengths and opportunities, such as IAG's ability to personalize learning, support assessment, and automate practicum-related tasks. In contrast, weaknesses related to technological dependence and threats linked to data privacy and algorithmic biases were observed. In conclusion, participants perceived IAG in the practicum with an ambivalent stance, combining enthusiasm and caution, underscoring the need for digital literacy and ethical use to maximize the benefits and mitigate the risks of its implementation in higher education."
yes,UMA,W4385383529,https://doi.org/10.1016/j.inffus.2023.101945,"Computational approaches to Explainable Artificial Intelligence: Advances in theory, applications and trends",J. M. Górriz; I. Álvarez; Agustín Álvarez-Marquina; Juan E. Arco; Martin Atzmueller; Fabricio Ballarini; Emilia Barakova; Guido Bologna; P. Bonomini; G. Castellanos-Domínguez; Diego Castillo-Barnés; S.B. Cho; Ricardo Contreras; Jorge Cuadra; Enrique Domínguez; Francisco Domínguez; Richard J. Duro; David Elizondo; Antonio Fernández‐Caballero; Eduardo Fernández; Marco A. Formoso; Nicolás J. Gallego-Molina; J. Gamazo; Javier García González; José García‐Rodríguez; Carlos Garre; Javier Garrigós; Andrés Gómez-Rodellar; Pedro Gómez‐Vilda; Manuel Graña; Byron Guerrero-Rodríguez; Sophie C. F. Hendrikse; C. Jiménez-Mesa; Marina Jodra; Vicente Julián; Gabriela Kotz; Krzysztof Kutt; Matthew Leming; Javier de Lope; Beatriz Ordoñez; Victoria Marrero Aguiar; J. Javier Martínez; Francisco J. Martínez-Murcia; Rafael Martínez‐Tomás; Jiří Mekyska; Grzegorz J. Nalepa; Paulo Nováis; Diego Vinicio Orellana Villavicencio; Andrés Ortíz; Daniel Palacios‐Alonso; José Palma; Ántónio Pereira; Pedro Pinacho-Davidson; M. Angélica Pinninghoff; Michela Ponticorvo; Αλεξάνδρα Ψαρρού; Javier Ramı́rez; M. Rincón; V. Rodellar; Ignacio Rodríguez‐Rodríguez; Peter H. M. P. Roelofsma; José Sántos; D. Salas-González; Pedro Salcedo; F. Segovia; Ali Shoeibi; Marco Silva; Dragan Simić; John Suckling; Jan Treur; Athanasios Tsanas; Ramiro Varela; Shuang Wang; Wei Wang; Yudong Zhang; Hengde Zhu; Zhiyuan Zhu; José Manuel Ferrández,HES-SO University of Applied Sciences and Arts Western Switzerland; Yonsei University; Eindhoven University of Technology; Universidad Politécnica de Madrid; Universidad Politécnica de Cartagena; University of Buenos Aires; Universitat de Miguel Hernández d'Elx; Universidade da Coruña; German Research Centre for Artificial Intelligence; University of Castilla-La Mancha; Xi'an Jiaotong University; Osnabrück University; University of Concepción; University of Edinburgh; Beihang University; Consejo Nacional de Investigaciones Científicas y Técnicas; University of Cambridge; Universidad Rey Juan Carlos; Universidad Nacional de Colombia; Universidad de Málaga; Universidad de Granada; Instituto de Salud Carlos III; National University of Distance Education; De Montfort University; Buenos Aires Institute of Technology,2023,170,True,https://doi.org/10.1016/j.inffus.2023.101945,Information Fusion,en,"Deep Learning (DL), a groundbreaking branch of Machine Learning (ML), has emerged as a driving force in both theoretical and applied Artificial Intelligence (AI). DL algorithms, rooted in complex and non-linear artificial neural systems, excel at extracting high-level features from data. DL has demonstrated human-level performance in real-world tasks, including clinical diagnostics, and has unlocked solutions to previously intractable problems in virtual agent design, robotics, genomics, neuroimaging, computer vision, and industrial automation. In this paper, the most relevant advances from the last few years in Artificial Intelligence (AI) and several applications to neuroscience, neuroimaging, computer vision, and robotics are presented, reviewed and discussed. In this way, we summarize the state-of-the-art in AI methods, models and applications within a collection of works presented at the 9th International Conference on the Interplay between Natural and Artificial Computation (IWINAC). The works presented in this paper are excellent examples of new scientific discoveries made in laboratories that have successfully transitioned to real-life applications."
yes,UMA,W4388447982,https://doi.org/10.1016/j.phrs.2023.106984,"Applications of machine learning and deep learning in SPECT and PET imaging: General overview, challenges and future prospects",C. Jiménez-Mesa; Juan E. Arco; Francisco J. Martínez-Murcia; John Suckling; Javier Ramı́rez; J. M. Górriz,Universidad de Málaga; Universidad de Granada; University of Cambridge,2023,32,True,https://ars.els-cdn.com/content/image/1-s2.0-S1043661823003407-ga1_lrg.jpg,Pharmacological Research,en,"The integration of positron emission tomography (PET) and single-photon emission computed tomography (SPECT) imaging techniques with machine learning (ML) algorithms, including deep learning (DL) models, is a promising approach. This integration enhances the precision and efficiency of current diagnostic and treatment strategies while offering invaluable insights into disease mechanisms. In this comprehensive review, we delve into the transformative impact of ML and DL in this domain. Firstly, a brief analysis is provided of how these algorithms have evolved and which are the most widely applied in this domain. Their different potential applications in nuclear imaging are then discussed, such as optimization of image adquisition or reconstruction, biomarkers identification, multimodal fusion and the development of diagnostic, prognostic, and disease progression evaluation systems. This is because they are able to analyse complex patterns and relationships within imaging data, as well as extracting quantitative and objective measures. Furthermore, we discuss the challenges in implementation, such as data standardization and limited sample sizes, and explore the clinical opportunities and future horizons, including data augmentation and explainable AI. Together, these factors are propelling the continuous advancement of more robust, transparent, and reliable systems."
yes,UMA,W4386921745,https://doi.org/10.3389/fmicb.2023.1257002,Advancing microbiome research with machine learning: key findings from the ML4Microbiome COST action,Domenica D’Elia; Jaak Truu; Leo Lahti; Magali Berland; Γεώργιος Παπουτσόγλου; Michelangelo Ceci; Aldert Zomer; Marta B. Lopes; Eliana Ibrahimi; Aleksandra Gruca; Alina Nechyporenko; Marcus Frohme; Thomas Klammsteiner; Enrique Carrillo de Santa Pau; Laura Judith Marcos-Zambrano; Karel Hron; Gianvito Pio; Andrea Simeon; Ramona Suharoschi; Isabel Moreno‐Indias; Andriy Temko; Miroslava Nedyalkova; Elena‐Simona Apostol; Ciprian‐Octavian Truică; Rajesh Shigdel; Jasminka Hasić Telalović; Erik Bongcam‐Rudloff; Piotr Przymus; Naida Babić Jordamović; Laurent Falquet; Sonia Tarazona; Alexia Sampri; Gaetano Isola; David Pérez-Serrano; Vladimir Trajkovik; Ľuboš Kľúčár; Tatjana Lončar-Turukalo; Aki S. Havulinna; Christian Jansen; Randi Jacobsen Bertelsen; Marcus J. Claesson,"Nicolaus Copernicus University; Slovak Academy of Sciences; Sarajevo School of Science and Technology; University of Novi Sad; Palacký University Olomouc; Kharkiv National University of Radio Electronics; International Centre for Genetic Engineering and Biotechnology; Madrid Institute for Advanced Studies; IMDEA Food; University of Tartu; Universitat Politècnica de València; Finnish Institute for Health and Welfare; Institute of Molecular Biology of the Slovak Academy of Sciences; Utrecht University; British Heart Foundation; Institute of Science and Technology Austria; University of Catania; University of Agricultural Sciences and Veterinary Medicine of Cluj-Napoca; University of Crete; Science and Technology Park of Crete; Universitatea Națională de Știință și Tehnologie Politehnica București; University of Fribourg; Universidade Nova de Lisboa; Université Paris-Saclay; Swedish University of Agricultural Sciences; Institute for Molecular Medicine Finland; Verlab (Bosnia and Herzegovina); University of Cambridge; Silesian University of Technology; University of Turku; SIB Swiss Institute of Bioinformatics; National Research Council; Technical University of Applied Sciences Wildau; Universidad de Málaga; University College Cork; University of Tirana; Ss. Cyril and Methodius University in Skopje; Instituto de Investigación Biomédica de Málaga; University of Bari Aldo Moro; Universität Innsbruck; Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement; Universidad Autónoma de Madrid; BioSense Institute; Sofia University ""St. Kliment Ohridski""; University of Bergen; APC Microbiome Institute",2023,30,True,https://www.frontiersin.org/articles/10.3389/fmicb.2023.1257002/pdf?isPublishedV2=False,Frontiers in Microbiology,en,"The rapid development of machine learning (ML) techniques has opened up the data-dense field of microbiome research for novel therapeutic, diagnostic, and prognostic applications targeting a wide range of disorders, which could substantially improve healthcare practices in the era of precision medicine. However, several challenges must be addressed to exploit the benefits of ML in this field fully. In particular, there is a need to establish ""gold standard"" protocols for conducting ML analysis experiments and improve interactions between microbiome researchers and ML experts. The Machine Learning Techniques in Human Microbiome Studies (ML4Microbiome) COST Action CA18131 is a European network established in 2019 to promote collaboration between discovery-oriented microbiome researchers and data-driven ML experts to optimize and standardize ML approaches for microbiome analysis. This perspective paper presents the key achievements of ML4Microbiome, which include identifying predictive and discriminatory 'omics' features, improving repeatability and comparability, developing automation procedures, and defining priority areas for the novel development of ML methods targeting the microbiome. The insights gained from ML4Microbiome will help to maximize the potential of ML in microbiome research and pave the way for new and improved healthcare practices."
yes,UMA,W4383892324,https://doi.org/10.1016/j.engappai.2023.106673,A multidimensional Bayesian architecture for real-time anomaly detection and recovery in mobile robot sensory systems,Manuel Castellano-Quero; Manuel Castillo-López; Juan‐Antonio Fernández‐Madrigal; Vicente Arévalo; Holger Voos; Alfonso García-Cerezo,Universidad de Málaga; University of Luxembourg,2023,11,True,https://doi.org/10.1016/j.engappai.2023.106673,Engineering Applications of Artificial Intelligence,en,"For mobile robots to operate in an autonomous and safe manner they must be able to adequately perceive their environment despite challenging or unpredictable conditions in their sensory apparatus. Usually, this is addressed through ad-hoc, not easily generalizable Fault Detection and Diagnosis (FDD) approaches. In this work, we leverage Bayesian Networks (BNs) to propose a novel probabilistic inference architecture that provides generality, rigorous inferences and real-time performance for the detection, diagnosis and recovery of diverse and multiple sensory failures in robotic systems. Our proposal achieves all these goals by structuring a BN in a multidimensional setting that up to our knowledge deals coherently and rigorously for the first time with the following issues: modeling of complex interactions among the components of the system, including sensors, anomaly detection and recovery; representation of sensory information and other kinds of knowledge at different levels of cognitive abstraction; and management of the temporal evolution of sensory behavior. Real-time performance is achieved through the compilation of these BNs into feedforward neural networks. Our proposal has been implemented and tested for mobile robot navigation in environments with human presence, a complex task that involves diverse sensor anomalies. The results obtained from both simulated and real experiments prove that our architecture enhances the safety and robustness of robotic operation: among others, the minimum distance to pedestrians, the tracking time and the navigation time all improve statistically in the presence of anomalies, with a diversity of changes in medians ranging from ≃20% to ≃500%."
yes,UMA,W4410953613,https://doi.org/10.3390/computation13060132,Revolutionizing Sperm Analysis with AI: A Review of Computer-Aided Sperm Analysis Systems,Francisco J. Baldán; Diego García‐Gil; Carlos Fernandez‐Basso,Instituto Andaluz de Ciencias de la Tierra; Universidad de Málaga; Universidad de Granada; Software (Spain),2025,10,True,https://www.mdpi.com/2079-3197/13/6/132/pdf?version=1748876670,Computation,en,"Advances in artificial intelligence (AI) are transforming assisted reproductive technologies by significantly enhancing fertility diagnostics. This review focuses on integrating AI with Computer-Aided Sperm Analysis (CASA) systems to improve assessments of sperm motility, morphology, and DNA integrity. By employing a spectrum of techniques, from classic machine learning (ML), often valued for its interpretability and efficiency with structured data, to deep learning (DL), which excels at extracting intricate features directly from image and video data, the field now achieves more accurate, automated, and high-throughput evaluations. These advanced systems offer significant advantages, including enhanced objectivity, improved consistency over manual methods, and the ability to detect subtle predictive patterns not discernible by human observation. The emergence of extensive open datasets and big data analytics has enabled the development of more robust models. However, limitations persist, such as the dependency on large, high-quality annotated datasets for training DL models, potential challenges in model generalizability across diverse clinical settings, and the “black-box” nature of some complex algorithms, alongside crucial needs for rigorous clinical validation, data standardization, and ethical management of sensitive information. Despite promising progress, these challenges must be addressed. Overall, this review outlines current innovations and future research directions essential for advancing personalized, efficient, and accessible fertility care."
yes,UMA,W4413806993,https://doi.org/10.1007/s10639-025-13712-4,University students’ perceptions of the impact of artificial intelligence in the business sector on their educational and professional development,José Manuel Santos Jaén; Ana León-Gómez; María del Carmen Valls Martínez; V. Muñoz,Hospital HLA Mediterráneo; Universidad de Murcia; University of Almería; Universidad de Málaga,2025,4,True,https://link.springer.com/content/pdf/10.1007/s10639-025-13712-4.pdf,Education and Information Technologies,en,"Abstract Understanding students’ perceptions of Artificial Intelligence (AI) is crucial for integrating AI into education and aligning it with professional expectations. This study investigates how university students’ perceptions of AI influence their educational and professional development, a previously unexplored relationship, emphasizing the demand for AI training through Partial Least Squares Structural Equation Modeling (PLS-SEM) analysis on 725 students. The present research offers novel insights into the mediating effects of professional development and the nonlinear role of fear in shaping AI training demand. Findings indicate that students view AI implementation in companies as enhancing business performance through automation and optimized decision-making, thus improving learning and professional development opportunities. High-performing companies are seen as offering valuable internships and motivating students to enhance their skills, thereby increasing the demand for AI training. Students with prior AI knowledge feel more confident and require less additional training. Conversely, perceived risks associated with AI may incentivize academic engagement under certain conditions, but excessive fear may cause mental blocks, reducing participation in educational programs and interest in AI training. This study provides a comprehensive view of how students’ perceptions of AI affect their academic and professional paths. These findings offer concrete guidance for curriculum designers and educators aiming to foster AI literacy and pedagogical strategies aligned with technological transformation in business and education. It highlights the importance of educational strategies that incorporate realistic applications and limitations of AI, preparing students for the safe and effective use of technology in their careers. These findings emphasize the need to adapt curricula to the realities of AI in the future workplace."
yes,UMA,W4399217027,https://doi.org/10.58190/icisna.2024.81,Use Harris Hawks Optimization (HHO) Algorithm based on Artificial Neural Network for liver disease diagnosis,Haedar Emad Sharef Alsafi; Hadeel Alsalihi; Jorge Munilla,Universidad de Málaga,2024,1,True,https://proceedings.icisna.org/conf/index.php/ICISNA/article/download/91/58,Proceedings of international conference on intelligent systems and new applications.,en,"This research paper presents a new method for diagnosing liver disease using the Harris Hawks Optimization (HHO) algorithm in combination with an Artificial Neural Network (ANN). The HHO algorithm enhances the ANN's performance in liver disease classification by refining its parameters. Clinical, laboratory, and demographic data are collected from hepatitis patients and individuals without hepatic illness. The dataset is processed to handle missing values, outliers, and normalization. The HHO algorithm optimizes the weights and biases of the ANN, facilitating the identification of relevant features for accurate diagnosis. The trained ANN model is evaluated using various performance metrics, demonstrating its effectiveness in diagnosing liver disease. The HHO algorithm efficiently searches the entire search space, enhancing the ANN's ability to learn complex patterns and make accurate predictions. Evaluation metrics indicate that the optimized ANN model outperforms traditional machine learning methods, showcasing its potential as a reliable diagnostic tool. Interpretability metrics, such as feature importance and saliency maps, provide insights into the key elements of diagnosis. The proposed approach shows high diagnostic accuracy and interpretability, implying the potential for a stable decision-aid system in clinical practice. Early detection and timely intervention enabled by this method can lead to increased patient safety rates and optimized resource allocation."
yes,UMA,W4413206531,https://doi.org/10.3390/electronics14163178,Building a Self-Explanatory Social Robot on the Basis of an Explanation-Oriented Runtime Knowledge Model,José Galeas; Alberto Tudela; Óscar Pons; Suna Bensch; Thomas Hellström; Antonio Bandera,Universidad de Málaga; Umeå University,2025,1,True,https://www.mdpi.com/2079-9292/14/16/3178/pdf?version=1754832225,Electronics,en,"In recent years, there has been growing interest in developing robots capable of explaining their behavior, thereby improving their acceptance by humans with whom they share their environment. Proposed software designs are typically based on the advances being made in conversational systems built on deep learning techniques. However, apart from the ability to formulate explanations, the robot also needs an internal episodic memory, where it stores information from the continuous stream of experiences. Most previous proposals are designed to deal with short streams of episodic data (several minutes long). With the aim of managing larger experiences, we propose in this work a high-level episodic memory, where relevant events are abstracted to natural language concepts. The proposed framework is intimately linked to a software architecture in which the explanations, whether externalized or not, are shaped internally in a collaborative process involving the task-oriented software agents that make up the architecture. The core of this process is a runtime knowledge model, employed as working memory whose evolution allows for capturing the causal events stored in the episodic memory. We present several use cases that illustrate how the suggested framework allows an autonomous robot to generate correct and relevant explanations of its actions and behavior."
yes,UMA,W7133185216,https://doi.org/10.64898/2026.02.27.708593,Explainable AI for end-to-end pathogen target discovery and molecular design,Álvaro Polonio; Alejandro Pérez-GarcÍa; Dolores Fernández-Ortuño; Lucia Jimenez-Castro,"Instituto de Hortofruticultura Subtropical y Mediterránea ""La Mayora""; Universidad de Málaga",2026,0,True,https://doi.org/10.64898/2026.02.27.708593,,,"Abstract Drug discovery is often constrained by target identification, a bottleneck especially acute in antimicrobial development and the fight against emerging fungicide resistance. We present APEX (Attention-based Protein EXplainer), an explainable AI framework for cross-species, proteome-scale target discovery and pocket-guided molecular design. APEX combines ESM-2 evolutionary embeddings, graph attention networks, and a multilayer perceptron to train pathogen-specific essentiality and virulence predictors (APEX-Tar) alonsgside a universal druggability model (APEX-Drug). Attention maps and GNNExplainer-derived subgraphs highlight residues and pockets driving predictions, enabling direct conditioning of structure-based diffusion models for inhibitor generation. APEX-Tar recovers known fungal targets (endopolygalacturonase 1, Hog1 MAPK) and proposes new candidates, including fungal GmrSD and bacterial YadV. APEX-Drug recapitulates established fungicide sites (β-tubulin, cytochrome b), guides putative inhibitor design for GmrSD, and identifies in YadV a previously undescribed pocket distinct from known pilicide sites. Together, APEX offers a kingdom-agnostic pipeline for explainable target prioritization and guided molecular design."
